step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,invaders,invaders_land,invader_grown,invader_lineages
51000,7000,2699,38038,75946,66827,37376,532,11663,1103,5,195066,2319578,29420.266,10106.930,0.2950,6510.088,0.090,0.786,0.081,0.044,0.540,0.350,716,0.0798,0.6461,0.075,13.0,48.4,80.0,34.52,2.50,10.88,0.55,20.60,7.29,1.345,0.224,0.277,0.281,11.119,0.375,0.0023,96,447,1242,11373,210,14,0.379,4200,51,1473,5476,120,1231,5649,6.50,13.11,17163,17.5095,66914,14829,154077,1230.7,-0.0,935536,10.795,2631075.518,7.96e-15,0.00005,29.17,29810,16.116,1.587,14.321,0.208,16.117,2882,1462,2656,0.2323,0.958,1.348,1.897,1.475,0.959,1.416,9119.411,12589.480,9375.452,9099.110,17455.792,1207.379,754.210,1635.253,0.634,0.461,0.530,0.471,0.427,0.547,29258,21999,0.7065,0.1641,0.2535,0.9994,0.0233,0.0501,0.6041,1.0188,0.8834,0.1187,0.0236,0.0313,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,3487,0.9994,0.8593,0.7241,0.9989,0.0233,0.0501,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9678,4.9589,5.7081,0.0541,0.0600,0.0476,0.143,0.020,0.073,0.068,650,0.0648,0.0054,0.0042,0.00189,0.00054,0.00090,26.97,25.23,27.32,1489.9577,0.0463,26.7481,4.6207,6.1744,1147787,1476963,3.2113,0.3067,2650.9,1489.9577,26.64,0,0,0,0
52000,8907,3104,39404,70960,62413,31068,488,11011,999,2,176396,2336980,30677.218,8911.172,0.2872,5744.861,0.079,0.784,0.091,0.046,0.544,0.344,659,0.0634,0.6393,0.068,11.0,44.1,75.7,32.48,2.39,9.51,0.66,19.92,7.26,1.288,0.214,0.234,0.237,10.302,0.354,0.0022,91,435,1264,10269,238,15,0.338,5003,52,1705,7150,283,1304,7320,6.00,12.21,19031,19.1618,66794,16611,158695,1891.7,-0.0,933302,10.547,2631075.518,1.72e-14,0.00040,11.84,24814,14.793,1.547,12.943,0.303,14.793,3166,2213,3528,0.2690,0.952,1.244,1.899,1.423,0.957,1.373,9121.311,11763.498,11818.553,9084.564,15518.963,1163.123,623.801,1379.387,0.639,0.470,0.513,0.511,0.384,0.445,32868,21023,0.7125,0.1400,0.2415,0.9999,0.0261,0.0474,0.6240,1.0577,0.9318,0.1291,0.0180,0.0403,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,3811,0.9985,0.8699,0.7617,0.9986,0.0261,0.0474,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7476,5.0110,5.7246,0.0550,0.0688,0.0458,0.133,0.035,0.083,0.089,651,0.0614,0.0055,0.0022,0.00199,0.00040,0.00079,23.25,26.85,27.53,1582.8000,0.0498,24.8280,4.9679,5.5792,1148302,1475293,2.5979,0.2616,2633.4,1582.8000,21.67,0,0,0,0
53000,10534,3203,43402,92406,82957,48297,707,12910,1271,5,193937,2720275,33007.872,11232.945,0.2999,7597.363,0.076,0.772,0.108,0.044,0.558,0.336,584,0.0576,0.6532,0.057,13.0,48.0,78.0,38.01,2.68,9.50,0.44,25.40,7.49,1.220,0.199,0.249,0.251,10.178,0.310,0.0022,95,448,1344,10548,274,15,0.300,5718,105,1634,8795,1103,2181,7250,4.75,12.07,18732,21.9256,66829,17826,165182,3303.2,-0.0,929681,11.952,2631075.518,7.79e-15,0.00067,35.70,31877,16.808,1.557,14.848,0.403,16.808,5087,2409,3038,0.3642,0.841,1.122,1.752,1.272,0.951,1.346,8110.326,11545.223,16367.432,8057.370,16180.433,1403.572,610.293,1621.717,0.641,0.476,0.545,0.684,0.354,0.475,38041,24391,0.5302,0.1200,0.2361,0.9990,0.0250,0.0571,0.5867,1.0339,0.9004,0.1010,0.0199,0.0392,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,2481,0.9998,0.9172,0.7670,0.9987,0.0250,0.0571,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3936,4.9612,5.5575,0.0503,0.0588,0.0445,0.087,0.053,0.101,0.058,717,0.0531,0.0055,0.0035,0.00218,0.00037,0.00081,26.66,27.61,27.62,1492.2346,0.0543,24.4685,5.2917,6.6607,1147292,1474649,1.5014,0.1242,2689.0,1492.2346,22.84,0,0,0,0
54000,7614,3502,40198,83770,74668,42962,610,12771,1159,10,196354,2696213,32161.906,12032.570,0.2985,8369.708,0.067,0.780,0.097,0.057,0.559,0.336,859,0.0780,0.6201,0.060,14.0,51.5,81.5,36.55,3.80,10.46,0.35,21.94,7.27,1.276,0.214,0.359,0.363,12.168,0.445,0.0022,90,487,1679,13828,294,17,0.407,4805,650,1258,5706,696,1460,5458,4.75,11.42,16413,19.2777,66789,18235,169324,1252.0,-0.0,936482,13.845,2631075.518,3.01e-14,0.00012,11.91,28330,16.719,1.550,14.947,0.222,16.719,4296,1410,1908,0.2155,0.978,1.259,1.586,1.376,0.963,1.285,8210.412,8913.198,19735.193,8173.019,12623.401,1818.634,580.922,1263.306,0.655,0.450,0.508,0.608,0.413,0.474,43729,25974,0.6106,0.1037,0.2427,0.9998,0.0341,0.0589,0.5925,1.0616,0.8957,0.1413,0.0234,0.0486,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,2302,0.9997,0.8765,0.7748,0.9994,0.0342,0.0590,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6259,5.0716,5.5282,0.0539,0.0445,0.0309,0.080,0.018,0.053,0.035,902,0.0602,0.0063,0.0034,0.00201,0.00046,0.00072,26.68,27.26,26.61,1554.1376,0.0639,20.9493,8.0903,5.7544,1148755,1475092,0.7140,0.0199,2672.6,1554.1376,20.92,0,0,0,0
55000,7098,2674,35224,69189,62307,33607,358,10411,469,14,114738,2077033,27347.652,7632.500,0.3030,5459.594,0.059,0.793,0.102,0.046,0.546,0.347,277,0.0677,0.6205,0.071,18.3,51.5,81.5,39.19,3.38,9.82,0.64,25.34,7.34,1.241,0.207,0.299,0.305,11.027,0.358,0.0023,78,550,1318,6219,283,14,0.508,4058,743,951,5404,711,910,5477,6.00,12.86,18173,21.1006,66679,18590,173197,1494.4,0.0,937047,11.252,2631075.518,5.49e-15,0.00003,18.47,22849,12.737,1.553,11.011,0.173,12.738,3395,1436,2267,0.2457,0.936,1.208,1.550,1.376,0.950,1.224,7326.303,7833.886,15061.022,7327.482,10418.742,1246.321,270.241,656.343,0.642,0.444,0.486,0.589,0.427,0.418,48344,21417,0.6205,0.1179,0.2333,0.9998,0.0367,0.0521,0.5851,0.8043,0.8693,0.1436,0.0158,0.0340,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,2569,0.9990,0.7940,0.7937,0.9992,0.0367,0.0521,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5813,5.3810,5.4148,0.0475,0.0558,0.0424,0.122,0.046,0.098,0.049,860,0.0671,0.0056,0.0087,0.00206,0.00053,0.00055,24.12,27.09,26.45,1540.3301,0.0536,17.8731,6.4564,4.7959,1150338,1474301,0.8306,0.0919,2652.3,1540.3301,17.19,0,0,0,0
56000,7665,2845,43991,101785,93983,57109,685,10666,753,4,152140,2515052,37269.298,11247.560,0.2776,8607.837,0.060,0.791,0.105,0.044,0.568,0.330,740,0.0695,0.6320,0.083,17.6,48.3,97.0,40.95,2.81,8.97,0.78,28.38,7.49,1.254,0.195,0.237,0.240,11.436,0.339,0.0020,74,432,1064,7838,181,13,0.343,4278,463,696,6506,815,810,6040,4.25,11.20,17873,21.9770,66660,16630,169733,3013.0,-0.0,937424,11.415,2631075.518,7.79e-15,0.00064,25.84,33766,16.024,1.564,14.243,0.217,16.025,3144,1406,3115,0.2004,0.978,1.259,1.550,1.389,0.961,1.251,8564.664,14271.540,17800.180,8547.020,19529.935,1000.028,343.521,1296.175,0.630,0.486,0.560,0.641,0.442,0.573,44878,28703,0.7112,0.1974,0.2694,0.9997,0.0324,0.0435,0.5498,0.8166,0.8703,0.1051,0.0212,0.0412,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,2393,0.9995,0.8133,0.8202,0.9990,0.0324,0.0435,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5512,5.6641,5.5159,0.0482,0.0528,0.0408,0.115,0.051,0.072,0.138,905,0.0795,0.0040,0.0046,0.00205,0.00053,0.00083,27.20,27.36,28.15,1462.9156,0.0497,28.2084,5.9249,5.4902,1150864,1472790,1.6762,0.2876,2701.3,1462.9156,20.50,0,0,0,0
57000,8577,2802,55688,156464,146898,99450,1326,11187,1260,1,190369,2706991,47954.039,17016.602,0.2920,13542.411,0.065,0.732,0.137,0.066,0.585,0.320,700,0.0592,0.6362,0.071,15.9,47.3,86.8,41.16,2.31,8.10,0.54,30.22,7.77,1.209,0.181,0.203,0.205,10.979,0.311,0.0019,72,355,1104,9719,181,14,0.507,4514,19,946,7612,335,1588,6654,4.00,10.74,14534,19.3385,66539,12511,158192,3748.7,-0.0,941938,11.459,2631075.518,8.85e-16,0.00174,6.93,50432,20.347,1.559,18.542,0.246,20.347,3458,1451,3668,0.2219,0.947,1.189,1.519,1.304,0.945,1.224,12283.482,19990.059,20561.773,12270.983,28663.693,1664.690,464.569,1344.932,0.629,0.517,0.585,0.706,0.589,0.627,33960,35418,0.6059,0.1996,0.2007,0.9999,0.0324,0.0458,0.5795,0.8971,0.8240,0.0929,0.0156,0.0269,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,6159,0.9993,0.8210,0.7578,0.9993,0.0324,0.0458,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4786,5.4360,5.5506,0.0480,0.0640,0.0392,0.067,0.076,0.075,0.069,751,0.0616,0.0021,0.0031,0.00244,0.00102,0.00127,25.19,27.12,28.40,1428.9715,0.0500,41.1768,5.6051,5.8543,1151398,1471750,2.3876,0.3622,2772.0,1428.9715,16.91,0,0,0,0
58000,8008,3002,44966,89709,81361,44091,652,10923,713,2,156732,2400896,32400.537,11559.956,0.2840,8777.725,0.070,0.809,0.085,0.037,0.549,0.345,448,0.0683,0.6344,0.056,13.3,43.4,79.2,33.54,2.71,10.05,0.46,20.31,7.21,1.280,0.227,0.280,0.284,11.181,0.376,0.0022,66,379,904,9837,186,14,0.351,4841,51,1381,6576,215,1622,6171,5.25,11.93,17067,19.4612,66568,14975,153764,1831.5,-0.0,941797,11.286,2631075.518,1.47e-14,0.00024,30.20,27953,14.499,1.556,12.724,0.219,14.499,3676,1581,2751,0.2115,0.983,1.301,1.570,1.425,0.963,1.268,7239.043,14368.598,14155.987,7229.399,19792.876,1237.231,344.817,1200.183,0.626,0.446,0.537,0.540,0.357,0.526,30654,30717,0.6552,0.1718,0.2445,0.9996,0.0309,0.0540,0.6257,1.1075,0.9716,0.1221,0.0234,0.0375,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,2298,0.9996,0.9208,0.8418,0.9990,0.0309,0.0540,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4831,5.2700,5.3442,0.0526,0.0614,0.0441,0.098,0.047,0.057,0.067,882,0.0814,0.0027,0.0035,0.00213,0.00046,0.00105,25.33,26.61,27.82,1598.7576,0.0513,27.3367,5.8230,5.4628,1152079,1471856,2.5724,0.2894,2671.6,1598.7576,19.06,0,0,0,0
59000,10421,3800,48930,113452,103029,63631,891,12600,1228,1,194090,2778423,39084.573,13447.889,0.3198,9568.065,0.082,0.774,0.104,0.040,0.549,0.344,412,0.0605,0.6433,0.075,11.0,46.1,82.8,35.10,2.62,8.70,0.86,22.92,7.17,1.287,0.201,0.249,0.250,10.801,0.377,0.0021,82,414,1135,10204,149,13,0.311,5557,158,1480,8783,887,2367,7167,3.95,10.83,16178,21.1803,66677,13713,154088,4100.5,0.0,942696,12.310,2631075.518,1.59e-14,0.00073,16.19,38128,18.334,1.563,16.359,0.412,18.334,5144,2248,3029,0.2331,0.984,1.228,1.835,1.474,0.964,1.209,10501.277,13513.796,19549.348,10461.894,18641.397,2392.463,392.670,1094.691,0.632,0.454,0.514,0.603,0.520,0.564,31928,30606,0.6407,0.2151,0.2279,0.9992,0.0320,0.0489,0.6162,1.0527,0.9161,0.1113,0.0179,0.0316,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,1047,0.9991,0.8831,0.8150,0.9984,0.0320,0.0489,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6331,5.2429,5.4429,0.0510,0.1024,0.0771,0.152,0.090,0.169,0.090,1035,0.0595,0.0032,0.0060,0.00186,0.00073,0.00099,25.24,27.68,27.64,1574.6472,0.0614,29.3774,6.6906,5.6190,1151681,1470229,2.0659,0.1218,2622.0,1574.6472,21.63,0,0,0,0
60000,7567,3396,42043,80910,71676,38344,523,14543,887,4,174671,2596168,31422.949,11878.438,0.3046,8553.081,0.066,0.774,0.112,0.048,0.522,0.360,285,0.0918,0.6325,0.052,12.0,52.7,95.8,36.56,4.04,9.86,0.51,22.14,7.14,1.335,0.209,0.359,0.365,12.242,0.409,0.0024,104,492,1327,10127,246,13,0.482,4434,307,1442,5818,1330,1389,4848,5.25,12.50,16478,20.3576,66703,15863,154301,1249.6,-0.0,945119,14.087,2631075.518,4.42e-15,0.00009,15.16,26448,16.838,1.580,15.068,0.191,16.861,4656,1172,1739,0.1622,1.000,1.352,1.623,1.432,0.984,1.313,7733.321,10325.145,16663.204,7676.316,15636.510,1883.587,330.362,1111.407,0.615,0.415,0.486,0.506,0.373,0.512,33374,27332,0.5992,0.3103,0.3245,0.9995,0.0253,0.0452,0.5819,1.2078,0.9556,0.1402,0.0229,0.0349,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,958,1.0000,0.9605,0.8571,0.9987,0.0253,0.0452,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3732,4.7137,5.2262,0.0535,0.0609,0.0271,0.060,0.020,0.045,0.042,1173,0.0714,0.0040,0.0053,0.00176,0.00060,0.00089,22.93,26.02,26.58,1633.0153,0.0630,23.4870,7.9114,6.1760,1152705,1470922,1.9291,0.0237,2520.8,1633.0153,19.55,0,0,0,0
61000,8080,3817,43725,90803,81241,46329,749,14444,1061,4,173860,2798514,35143.095,11249.524,0.3173,7802.070,0.096,0.759,0.098,0.046,0.550,0.344,487,0.0773,0.6389,0.054,11.0,48.6,92.9,34.22,3.76,9.15,0.45,20.86,7.12,1.336,0.205,0.301,0.304,12.051,0.447,0.0023,96,478,1184,11539,211,12,0.412,4808,200,1296,6584,1364,930,5786,3.25,9.99,14819,18.7646,66805,15192,154963,2465.3,-0.0,949825,13.729,2631075.518,1.35e-14,0.00040,36.46,30908,17.699,1.561,15.885,0.253,17.699,3895,1677,2508,0.2176,0.992,1.344,1.957,1.484,0.969,1.351,9040.165,11656.663,18196.196,8987.950,15761.018,1845.848,482.894,1118.712,0.651,0.465,0.513,0.557,0.406,0.559,35969,25212,0.6202,0.3077,0.2951,0.9996,0.0249,0.0474,0.5780,1.1358,0.9381,0.1567,0.0306,0.0480,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,1681,0.9997,0.9110,0.7772,0.9992,0.0249,0.0474,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3260,4.9406,5.4323,0.0568,0.0595,0.0386,0.072,0.036,0.072,0.044,810,0.0497,0.0043,0.0059,0.00191,0.00067,0.00082,27.05,26.47,27.31,1546.8715,0.0577,24.9520,7.3562,6.3730,1153962,1469519,2.4397,0.1170,2517.1,1546.8715,25.40,0,0,0,0
62000,8691,2854,40984,78646,69895,36955,707,12834,930,2,152061,2435931,28600.085,8932.882,0.2941,6137.524,0.069,0.789,0.106,0.036,0.519,0.368,597,0.0715,0.6625,0.043,11.0,45.7,78.4,35.13,2.71,7.86,0.59,23.97,7.21,1.231,0.183,0.229,0.233,10.130,0.360,0.0023,95,483,1143,9206,184,15,0.471,4515,156,1801,6734,772,521,7398,4.75,11.86,18827,18.8765,66720,15614,154803,1791.2,-0.0,948333,11.933,2631075.518,7.08e-15,0.00000,13.00,24324,14.003,1.554,12.181,0.268,14.003,2752,2558,3381,0.3062,0.960,1.140,1.556,1.422,0.964,1.277,8897.872,11842.943,9681.174,8868.272,16188.163,1219.076,483.377,1092.906,0.646,0.427,0.487,0.454,0.405,0.526,35922,23352,0.6584,0.1912,0.1826,0.9998,0.0231,0.0467,0.5905,0.9121,0.8577,0.1584,0.0260,0.0295,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,2472,0.9981,0.7823,0.6700,0.9986,0.0231,0.0467,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4283,5.2526,5.5469,0.0519,0.0605,0.0413,0.121,0.033,0.078,0.068,783,0.0611,0.0052,0.0047,0.00203,0.00071,0.00100,25.63,26.11,27.13,1375.1172,0.0489,25.2239,5.8532,6.0796,1156229,1467605,3.0477,0.2731,2676.6,1375.1172,24.03,0,0,0,0
63000,9749,3119,47342,109671,100527,61453,876,12909,883,3,132943,2449039,36660.916,11468.246,0.3055,8929.529,0.086,0.717,0.156,0.041,0.540,0.360,374,0.0542,0.6658,0.058,11.0,42.8,78.2,34.70,2.27,7.78,0.58,24.06,7.21,1.260,0.174,0.200,0.201,9.693,0.357,0.0022,88,387,1276,9452,222,17,0.413,5444,27,1808,7914,120,1272,8357,4.00,10.84,21385,21.0775,66644,13372,153577,3228.9,-0.0,944296,11.780,2631075.518,3.61e-14,0.00011,29.99,42293,19.289,1.544,17.249,0.496,19.290,3069,2416,4264,0.2611,0.927,1.242,1.667,1.468,0.907,1.311,11481.599,15350.059,12441.128,11456.774,21692.544,943.807,425.953,1168.956,0.656,0.441,0.539,0.581,0.469,0.613,32624,27768,0.7370,0.1671,0.2156,0.9995,0.0254,0.0522,0.6236,0.8593,0.9422,0.1459,0.0164,0.0245,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,3926,0.9994,0.7639,0.7971,0.9990,0.0254,0.0522,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4127,5.6938,5.7227,0.0499,0.0658,0.0509,0.079,0.089,0.090,0.075,795,0.0832,0.0047,0.0037,0.00202,0.00066,0.00102,23.74,27.32,27.65,1441.5874,0.0420,33.2726,4.9610,6.8190,1156886,1466303,3.1875,0.3254,2758.4,1441.5874,23.18,0,0,0,0
64000,7002,2985,44939,91058,82231,45281,838,14498,1039,3,138322,2582491,31438.586,10242.401,0.3061,7595.697,0.087,0.753,0.122,0.039,0.544,0.355,249,0.0802,0.6725,0.049,13.0,49.4,83.4,35.55,3.23,8.91,0.32,23.09,7.10,1.279,0.196,0.323,0.323,11.907,0.399,0.0024,89,402,1355,9155,272,16,0.495,4158,45,1343,5614,231,1546,5225,4.50,10.95,22051,22.4691,66653,15678,157434,2307.0,-0.0,940551,12.066,2631075.518,1.70e-14,0.00042,25.46,31735,15.733,1.532,14.009,0.191,15.733,3663,1309,2030,0.2289,0.969,1.278,1.584,1.397,0.965,1.266,8088.282,11114.481,14935.970,8062.662,16035.651,1194.030,474.925,977.749,0.663,0.436,0.523,0.565,0.345,0.549,33795,30446,0.6431,0.2276,0.2550,0.9997,0.0180,0.0472,0.6113,1.0032,0.9302,0.1339,0.0162,0.0351,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,1012,0.9997,0.8690,0.7813,0.9992,0.0180,0.0472,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4289,5.1625,5.3321,0.0564,0.0424,0.0239,0.044,0.023,0.037,0.041,688,0.0584,0.0035,0.0027,0.00209,0.00068,0.00098,27.90,26.05,26.98,1552.4415,0.0447,24.2639,5.0285,7.0373,1157002,1467428,2.4809,0.2568,2724.5,1552.4415,25.53,0,0,0,0
65000,8872,3772,42127,83954,75730,41188,639,12599,850,7,171844,2849872,33107.598,10965.285,0.2823,7933.449,0.058,0.820,0.080,0.041,0.578,0.329,419,0.0611,0.6336,0.054,15.8,49.5,88.5,36.74,2.75,8.98,0.36,24.65,7.12,1.323,0.192,0.262,0.263,11.740,0.400,0.0022,89,432,1469,9044,370,19,0.695,5250,239,2094,6539,626,1978,6268,3.75,9.92,20107,22.8177,66567,17528,163576,2073.5,-0.0,940893,12.175,2631075.518,1.77e-14,0.00007,11.33,28645,16.360,1.567,14.461,0.332,16.360,4556,1149,3167,0.1598,0.992,1.306,1.818,1.418,0.965,1.315,7775.962,9966.524,19411.009,7716.594,13913.444,1512.839,483.797,1035.200,0.667,0.428,0.582,0.568,0.374,0.490,38173,23209,0.6132,0.0877,0.2157,0.9989,0.0260,0.0519,0.5959,1.0746,0.9594,0.1071,0.0114,0.0279,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,2905,0.9991,0.8691,0.7645,0.9982,0.0260,0.0519,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3660,5.1680,5.3803,0.0541,0.0508,0.0287,0.047,0.034,0.042,0.034,687,0.0523,0.0051,0.0035,0.00203,0.00048,0.00072,23.76,25.22,26.69,1461.7414,0.0522,21.8619,6.1640,6.0114,1157098,1465599,1.3544,0.1095,2789.8,1461.7414,19.61,0,0,0,0
66000,9187,3674,45196,92109,82257,46232,681,14402,1281,4,198897,3036309,34320.351,11848.202,0.3075,8026.015,0.079,0.792,0.088,0.041,0.568,0.329,672,0.0706,0.6397,0.056,13.6,46.6,87.6,34.42,3.50,10.27,0.44,20.21,7.08,1.292,0.226,0.300,0.303,11.518,0.392,0.0023,97,488,1490,9227,301,16,0.666,5655,794,1893,6500,712,1460,7015,4.75,11.00,19465,21.8958,66588,17322,166302,1940.6,-0.0,942935,14.020,2631075.518,4.07e-15,0.00006,33.72,29863,17.931,1.578,16.036,0.317,17.931,4408,1432,3347,0.1926,0.972,1.305,1.583,1.388,0.952,1.312,7721.694,12206.274,18050.518,7686.758,16609.090,1686.789,531.378,1604.021,0.655,0.430,0.563,0.566,0.398,0.522,41140,26098,0.6274,0.1877,0.2538,0.9995,0.0216,0.0444,0.5747,1.0274,0.9949,0.1473,0.0273,0.0380,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,2228,0.9993,0.8528,0.8287,0.9990,0.0216,0.0444,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4129,5.4163,5.3910,0.0549,0.0561,0.0395,0.052,0.082,0.050,0.070,868,0.0559,0.0046,0.0041,0.00202,0.00069,0.00081,26.40,25.51,26.10,1553.8359,0.0599,24.5254,7.7775,6.2421,1157849,1464758,0.7067,0.0161,2741.1,1553.8359,21.44,0,0,0,0
67000,10280,3259,51066,106459,96643,54411,982,13479,1361,5,234993,3083691,37644.384,13179.743,0.2777,9101.189,0.069,0.801,0.093,0.037,0.571,0.322,1275,0.0662,0.6326,0.072,14.7,48.0,86.6,39.38,2.83,8.97,0.40,27.17,7.42,1.196,0.204,0.205,0.211,9.841,0.346,0.0022,80,450,1339,11282,252,14,0.772,5495,641,1069,8570,1155,1260,7865,4.50,11.09,17949,20.8674,66484,15471,164976,3003.3,-0.0,946284,13.961,2631075.518,1.15e-14,0.00039,9.25,33155,17.752,1.553,15.841,0.358,17.752,4038,2241,4001,0.2708,0.917,1.114,1.530,1.297,0.941,1.236,9405.904,13841.567,17886.135,9374.939,19484.499,1614.161,826.021,1638.372,0.641,0.451,0.570,0.561,0.440,0.527,40140,30794,0.5387,0.1689,0.2196,0.9996,0.0289,0.0424,0.5633,0.8573,0.7879,0.1347,0.0214,0.0231,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261,3127,0.9989,0.8339,0.7014,0.9988,0.0289,0.0424,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2350,5.3584,5.5559,0.0449,0.0410,0.0347,0.060,0.073,0.055,0.072,1207,0.0735,0.0045,0.0052,0.00211,0.00088,0.00085,25.78,27.99,28.07,1599.2781,0.0646,29.0033,7.5321,6.4284,1159491,1463014,0.8942,0.1222,2659.9,1599.2781,19.08,0,0,0,0
68000,7718,2676,50208,106450,97276,55567,675,12502,1150,3,188061,2497028,35650.109,12921.888,0.2694,9755.913,0.105,0.774,0.074,0.046,0.540,0.341,1130,0.0872,0.6395,0.064,13.7,45.8,81.6,37.31,2.64,9.36,0.48,24.82,7.36,1.203,0.216,0.234,0.240,10.554,0.362,0.0022,73,384,1018,10255,193,12,0.607,4549,427,996,6295,612,653,6453,3.50,11.18,20311,19.9858,66365,14348,158709,2231.5,-0.0,946750,12.183,2631075.518,3.81e-14,0.00042,20.48,36979,17.076,1.569,15.257,0.249,17.076,2632,2039,3047,0.2830,0.921,1.139,1.550,1.351,0.935,1.255,9294.429,16507.025,12543.595,9285.561,23576.865,1115.470,755.388,1295.118,0.624,0.453,0.524,0.520,0.394,0.581,33955,33392,0.6841,0.2028,0.2773,0.9998,0.0252,0.0425,0.5684,0.9119,0.8735,0.1483,0.0151,0.0230,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263,4643,0.9989,0.8211,0.7324,0.9992,0.0252,0.0425,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3108,5.6606,5.4969,0.0480,0.0527,0.0390,0.093,0.048,0.062,0.048,1080,0.0755,0.0036,0.0058,0.00199,0.00083,0.00108,23.09,27.56,27.96,1424.3674,0.0545,33.0408,6.1722,6.0106,1161701,1462681,1.7929,0.3216,2751.7,1424.3674,16.76,0,0,0,0
