step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea
68000,4996,2773,9813,12084,8158,2260,11,9976,347,19,69887,976445,10872.455,2174.951,0.3627,590.487,0.047,0.736,0.105,0.111,0.333,0.444,649,0.1659,0.7385,0.186,16.5,31.5,49.6,28.25,0.33,10.85,2.44,14.63,5.82,1.179,0.347,0.039,0.028,13.681,0.498,0.0026,249,1196,4336,2468,1081,22,0.514,3310,400,537,4059,489,770,3737,13.25,68.88,1904,4.7525,67419,1865,47920,97.2,-0.0,1038036,10.447,2631002.543,3.75e-14,0.00011,20.48,5608,10.147,1.140,8.831,0.176,10.147,2105,1916,975,0.4924,0.972,1.006,1.968,1.376,0.986,1.129,5162.545,1986.641,4115.706,5120.450,2226.787,971.824,351.280,261.360,0.381,0.342,0.220,0.265,0.104,0.131,1389
69000,4779,2942,10901,13743,9451,2832,10,10725,375,18,79048,1129341,11728.156,2450.213,0.3546,698.103,0.045,0.738,0.108,0.108,0.356,0.429,818,0.1803,0.7420,0.192,16.6,30.5,49.6,27.83,0.32,10.63,2.53,14.34,5.74,1.176,0.345,0.039,0.031,14.192,0.531,0.0026,244,1031,4172,2651,973,21,0.472,2985,20,629,4130,252,857,3670,13.50,66.49,1715,4.6358,67450,1666,47581,89.6,-0.0,1039268,10.897,2631002.543,2.07e-14,0.00000,23.82,6229,10.673,1.133,9.394,0.146,10.673,1882,1921,976,0.4792,0.979,1.012,1.968,1.391,0.986,1.135,5597.324,2158.485,4424.724,5549.836,2451.698,1062.892,395.024,294.194,0.405,0.362,0.241,0.288,0.126,0.163,1440
70000,5334,3049,10765,13562,9149,2786,11,9775,409,26,76119,1091784,11662.594,2376.051,0.3680,625.174,0.043,0.750,0.106,0.101,0.351,0.429,664,0.1619,0.7455,0.187,16.7,30.5,49.8,27.58,0.30,10.76,2.52,14.00,5.73,1.192,0.351,0.042,0.033,13.802,0.496,0.0024,236,1131,4108,2475,1032,20,0.484,3318,28,650,4656,368,877,4089,13.76,65.85,2188,5.1701,67427,1791,47229,102.3,-0.0,1039530,10.281,2631002.543,1.36e-14,0.00006,7.77,6229,10.528,1.143,9.204,0.181,10.540,2112,2106,1116,0.4873,0.984,1.010,1.976,1.424,0.984,1.145,5603.479,2314.675,4136.224,5567.597,2583.946,1074.033,362.001,314.843,0.393,0.365,0.245,0.292,0.132,0.149,1403
71000,6313,3442,13195,17722,12542,4516,11,11607,587,22,97512,1297995,13477.536,3139.623,0.3730,866.215,0.043,0.743,0.110,0.104,0.362,0.423,963,0.1543,0.7507,0.187,15.8,30.0,49.8,27.02,0.36,10.36,2.46,13.84,5.70,1.212,0.337,0.039,0.031,12.950,0.498,0.0025,221,960,4445,3298,1147,21,0.463,3979,146,916,5251,718,1323,4272,12.86,62.64,2106,6.4305,67570,1697,46788,133.8,-0.0,1039735,11.643,2631002.543,2.18e-14,0.00000,33.11,8064,12.238,1.145,10.826,0.267,12.238,3043,2117,1153,0.4540,0.980,1.030,1.981,1.389,0.986,1.162,5692.306,2431.688,5984.583,5655.277,2703.891,1581.124,332.151,360.132,0.439,0.337,0.244,0.350,0.105,0.164,1250
72000,5878,3253,12006,15306,10371,3297,3,11798,621,22,92695,1212350,12574.141,3008.040,0.3900,748.726,0.053,0.724,0.121,0.101,0.352,0.430,1010,0.1611,0.7486,0.193,16.0,30.6,49.8,27.44,0.32,10.73,2.47,13.92,5.72,1.193,0.348,0.040,0.030,13.296,0.491,0.0026,245,1066,4528,2813,1118,21,0.448,3633,125,1032,4721,463,1038,4377,13.58,67.12,1991,5.5404,67685,1726,46310,125.2,-0.0,1041292,11.738,2631002.543,9.73e-15,0.00000,16.62,7043,11.459,1.130,10.105,0.224,11.459,2490,2244,1144,0.4886,0.977,1.009,1.993,1.408,0.980,1.140,5767.818,2152.379,5190.004,5728.372,2404.491,1657.835,308.730,292.748,0.424,0.337,0.209,0.296,0.113,0.149,1346
73000,5277,3121,10596,13322,9145,2718,8,10729,434,34,75452,1124138,12113.049,2488.497,0.3878,659.862,0.049,0.726,0.125,0.100,0.342,0.434,910,0.1778,0.7525,0.192,17.2,28.8,49.8,27.08,0.26,10.49,2.67,13.66,5.62,1.199,0.345,0.034,0.026,14.075,0.507,0.0024,256,1143,4584,2175,986,23,0.395,3102,275,832,4170,524,936,3817,13.79,70.15,1833,5.0357,67671,1592,45839,107.7,-0.0,1042689,11.444,2631002.543,1.03e-14,0.00029,18.56,5833,10.622,1.129,9.340,0.153,10.622,2254,2063,960,0.4937,0.996,1.005,1.989,1.408,0.988,1.161,5797.567,2101.898,4646.636,5755.147,2371.128,1206.266,332.235,290.134,0.398,0.341,0.222,0.281,0.113,0.170,1337
74000,5777,3299,10913,14031,9628,3110,8,9910,476,27,75309,1104075,12274.034,2452.736,0.3737,693.574,0.049,0.728,0.130,0.093,0.347,0.431,777,0.1551,0.7528,0.193,17.2,29.2,48.9,27.68,0.21,10.43,2.83,14.21,5.69,1.172,0.345,0.026,0.022,14.052,0.517,0.0023,239,1194,4848,2182,1048,27,0.404,3328,275,1049,4453,529,755,4493,13.23,66.68,1651,4.6133,67733,1725,45453,132.4,-0.0,1043864,10.739,2631002.543,7.08e-16,0.00000,35.96,6127,10.542,1.128,9.238,0.175,10.542,2122,2465,1190,0.5321,0.979,1.000,1.982,1.379,0.986,1.187,6031.318,2330.667,4339.406,5999.029,2629.172,1075.689,335.840,347.633,0.397,0.355,0.229,0.299,0.136,0.248,1382
75000,4735,2944,9171,11509,7867,2332,6,9744,444,25,65360,1048235,11322.478,2261.139,0.3895,669.956,0.045,0.715,0.140,0.101,0.343,0.430,625,0.1879,0.7594,0.196,17.5,27.6,44.5,27.57,0.19,10.49,2.99,13.90,5.64,1.136,0.355,0.026,0.020,15.323,0.517,0.0023,268,1187,5190,1960,1231,26,0.458,2710,19,808,3908,217,797,3721,13.37,72.87,1366,3.8248,67636,1704,44989,84.5,-0.0,1045498,11.059,2631002.543,3.54e-16,0.00000,12.11,4742,10.298,1.116,9.078,0.103,10.298,1626,2099,1010,0.5284,1.000,1.000,1.592,1.296,0.991,1.177,5829.383,2125.964,3731.109,5797.148,2464.177,932.903,279.270,379.009,0.389,0.353,0.233,0.264,0.120,0.265,1250
76000,5086,3137,9304,11067,7261,1760,3,8632,300,21,56137,955342,11602.304,1859.555,0.3795,527.927,0.039,0.721,0.147,0.093,0.321,0.441,493,0.1798,0.7689,0.197,17.1,26.0,44.4,27.34,0.23,10.31,3.00,13.80,5.62,1.118,0.356,0.031,0.023,15.268,0.511,0.0021,243,1319,5013,1665,1090,23,0.489,2817,30,838,4218,283,962,3841,14.23,75.31,1692,4.2107,67622,1582,44806,95.0,-0.0,1045827,10.400,2631002.543,7.61e-15,0.00019,31.62,4466,10.707,1.119,9.488,0.101,10.707,1910,2237,939,0.5525,0.999,1.000,1.562,1.255,0.992,1.140,6422.976,2063.557,3417.486,6386.269,2326.476,683.434,313.378,334.815,0.364,0.334,0.210,0.234,0.099,0.181,1365
77000,5517,3088,9754,12254,8365,2491,9,8935,365,23,62363,988387,11757.794,2151.249,0.3887,636.222,0.044,0.713,0.150,0.093,0.326,0.438,539,0.1667,0.7692,0.192,16.5,26.4,44.9,27.23,0.22,10.45,3.02,13.53,5.63,1.126,0.361,0.032,0.024,14.539,0.509,0.0022,253,1294,5417,1709,1247,22,0.485,3159,136,884,4497,395,1051,4071,14.02,76.72,1784,4.7906,67670,1726,44469,107.0,-0.0,1046520,10.571,2631002.543,6.55e-15,0.00001,20.50,5077,10.585,1.136,9.314,0.135,10.585,2120,2347,1050,0.5186,0.996,1.000,1.572,1.268,0.990,1.146,5864.395,2037.650,4281.978,5827.596,2284.442,946.525,228.084,340.418,0.407,0.309,0.206,0.293,0.095,0.194,1414
78000,5495,3437,10564,13035,8929,2464,7,10196,356,34,68350,1111207,12656.824,2376.976,0.3962,684.530,0.045,0.711,0.157,0.087,0.335,0.433,933,0.1791,0.7711,0.199,16.5,24.0,46.0,26.50,0.25,10.20,3.10,12.95,5.52,1.152,0.355,0.029,0.023,15.234,0.548,0.0022,247,1154,5714,1739,1372,20,0.565,2978,384,640,4471,405,1129,3961,13.42,72.43,1778,5.2328,67580,1516,44113,111.2,-0.0,1047333,11.438,2631002.543,6.90e-15,0.00000,11.73,5172,11.353,1.134,10.106,0.113,11.353,2340,2124,1031,0.5003,1.000,1.000,1.706,1.296,0.996,1.145,6145.842,2176.930,4765.004,6118.222,2458.128,1122.480,211.824,358.142,0.438,0.302,0.201,0.254,0.104,0.178,1314
79000,5460,3294,9796,12658,8746,2857,5,9388,416,27,64016,1037895,11789.095,2379.720,0.4157,716.634,0.044,0.712,0.160,0.084,0.329,0.438,846,0.1724,0.7720,0.197,16.5,24.2,45.4,26.00,0.18,10.00,2.99,12.83,5.50,1.161,0.352,0.022,0.016,14.469,0.519,0.0022,262,1329,5924,1647,1411,20,0.519,3021,475,512,4473,504,794,4162,13.52,74.20,1624,5.0774,67585,1566,43913,109.3,-0.0,1048386,10.938,2631002.543,1.59e-14,0.00002,31.48,5142,11.032,1.179,9.718,0.135,11.032,2257,2191,1012,0.4921,1.000,1.006,1.755,1.334,0.993,1.141,5523.311,1896.228,4869.029,5496.056,2140.644,1197.749,163.306,302.031,0.425,0.295,0.175,0.321,0.076,0.163,1386
80000,4962,3096,8834,10932,7414,2093,5,8885,416,31,58536,938772,11147.556,2137.524,0.4175,610.191,0.046,0.704,0.168,0.082,0.314,0.445,871,0.1865,0.7770,0.200,17.0,23.5,45.0,26.03,0.16,10.07,3.16,12.64,5.46,1.156,0.357,0.017,0.011,15.189,0.538,0.0021,261,1423,5543,1185,1316,19,0.592,2647,570,547,3845,476,830,3656,13.83,76.24,1532,4.4340,67479,1480,43684,108.3,-0.0,1049402,10.456,2631002.543,1.93e-14,0.00000,7.81,4275,10.537,1.134,9.308,0.095,10.549,2061,2048,853,0.5258,1.000,1.000,1.715,1.312,0.995,1.165,5565.131,1848.442,4116.025,5546.535,2095.187,1083.428,153.135,290.770,0.407,0.294,0.164,0.282,0.064,0.153,1372
81000,4982,3101,8652,10881,7587,2229,0,8263,346,23,54713,909441,11002.103,2065.992,0.4277,603.597,0.047,0.696,0.179,0.078,0.316,0.446,808,0.1759,0.7806,0.202,16.5,23.5,45.4,25.64,0.17,9.70,3.14,12.64,5.42,1.151,0.349,0.020,0.016,15.052,0.525,0.0020,258,1433,5776,1198,1371,16,0.625,2604,14,595,4373,266,852,3864,13.09,74.82,1486,4.3906,67420,1574,43560,105.7,-0.0,1050285,10.002,2631002.543,2.12e-15,0.00000,22.95,4144,9.636,1.125,8.422,0.089,9.636,1957,2160,865,0.5325,1.000,1.000,1.599,1.320,0.995,1.160,5539.116,1762.264,4091.663,5515.239,1998.798,1033.449,159.313,269.632,0.403,0.294,0.179,0.299,0.078,0.170,1444
82000,5084,3178,8507,10539,7051,2031,1,8032,353,20,54639,896043,11226.838,2021.346,0.4298,553.643,0.046,0.695,0.182,0.077,0.310,0.451,838,0.1752,0.7819,0.202,17.0,23.5,44.2,25.91,0.17,10.04,3.20,12.51,5.42,1.157,0.356,0.016,0.012,15.598,0.510,0.0020,265,1386,5656,1192,1330,16,0.623,2628,20,594,4470,346,1054,3684,13.73,76.49,1903,5.0248,67538,1619,43295,106.7,-0.0,1050349,9.978,2631002.543,3.89e-15,0.00000,22.90,4001,9.530,1.112,8.332,0.085,9.530,2103,2110,871,0.5195,1.000,1.000,1.604,1.326,0.996,1.138,5598.171,1823.188,4169.214,5579.245,2032.022,1095.003,141.609,231.091,0.412,0.281,0.164,0.284,0.062,0.142,1501
83000,5700,3669,10655,13827,9623,3171,1,9540,477,22,73572,1117034,12921.264,2667.016,0.4179,745.359,0.049,0.692,0.184,0.075,0.341,0.430,919,0.1688,0.7754,0.204,17.0,23.5,45.0,26.00,0.18,10.10,3.14,12.59,5.44,1.168,0.355,0.021,0.016,15.499,0.536,0.0021,250,1263,5790,1573,1377,13,0.589,2937,81,797,4822,554,1130,4016,12.30,69.22,1549,5.5195,67580,1622,42971,112.4,-0.0,1051198,11.162,2631002.543,1.01e-14,0.00001,9.34,5142,11.665,1.135,10.423,0.107,11.665,2499,2234,967,0.4875,1.000,1.012,1.639,1.331,0.996,1.145,5934.377,2011.211,5505.204,5918.677,2242.741,1474.023,140.706,306.928,0.466,0.278,0.187,0.319,0.069,0.139,1459
84000,5035,3235,8765,10756,7311,1989,2,9059,331,40,55437,992352,11561.209,2118.195,0.4293,630.818,0.051,0.697,0.176,0.076,0.320,0.443,764,0.1885,0.7766,0.199,17.3,23.5,45.0,25.92,0.17,9.84,3.22,12.69,5.43,1.158,0.350,0.019,0.016,15.728,0.519,0.0021,286,1419,6056,1287,1327,13,0.618,2719,158,740,4137,382,1027,3626,13.52,77.14,1552,4.9122,67731,1592,42459,104.6,-0.0,1052253,11.182,2631002.543,1.38e-14,0.00001,36.11,4225,11.620,1.181,10.352,0.088,11.621,2130,2078,827,0.4971,1.000,1.006,1.603,1.314,0.996,1.165,5596.885,1850.104,4514.016,5577.788,2100.223,1050.556,146.639,290.182,0.427,0.275,0.188,0.263,0.064,0.177,1399
85000,5249,3371,9065,10689,7096,1624,0,8564,262,25,51658,934692,11778.985,1937.815,0.4205,580.214,0.047,0.692,0.190,0.071,0.310,0.454,803,0.1750,0.7836,0.202,16.8,23.5,43.0,25.65,0.21,9.53,3.27,12.65,5.39,1.128,0.349,0.026,0.020,15.900,0.532,0.0020,266,1533,6287,1020,1464,16,0.650,2733,193,828,4228,492,785,3972,13.04,75.08,1471,4.3308,67757,1487,42077,103.1,0.0,1053349,10.495,2631002.543,9.91e-15,0.00005,16.98,3811,10.777,1.148,9.534,0.095,10.777,1955,2315,979,0.5203,1.000,1.000,1.533,1.277,0.995,1.147,6216.718,1895.619,3997.683,6198.545,2162.971,912.578,168.075,276.947,0.389,0.294,0.184,0.233,0.063,0.143,1451
86000,5083,3300,8149,9811,6606,1662,0,7999,271,45,46994,877329,11282.045,1859.119,0.4330,587.432,0.046,0.689,0.196,0.069,0.302,0.458,757,0.1781,0.7906,0.205,18.0,23.5,41.0,25.50,0.11,9.48,3.41,12.50,5.34,1.125,0.352,0.016,0.013,16.382,0.524,0.0019,267,1569,6505,924,1486,15,0.685,2480,239,780,4064,514,666,3903,13.44,77.31,1409,4.0273,67682,1679,41917,107.7,-0.0,1054373,10.279,2631002.543,7.08e-15,0.00008,21.43,3578,9.923,1.126,8.725,0.072,9.924,1776,2438,869,0.5481,1.000,1.000,1.523,1.289,0.997,1.147,6075.999,1839.898,3719.134,6053.161,2097.182,915.369,116.532,239.787,0.381,0.291,0.168,0.258,0.056,0.165,1495
87000,4952,3279,7966,9528,6324,1559,3,7819,250,28,43416,911583,11299.089,1808.240,0.4494,588.800,0.044,0.695,0.195,0.067,0.308,0.455,856,0.1820,0.7912,0.201,17.5,23.5,41.3,25.18,0.15,9.30,3.32,12.41,5.32,1.131,0.351,0.019,0.016,16.802,0.528,0.0019,269,1609,6595,994,1567,15,0.690,2482,21,738,4193,240,810,3902,13.60,79.53,1507,3.8525,67723,1530,41662,102.2,-0.0,1055033,10.343,2631002.543,3.54e-15,0.00000,34.08,3491,9.938,1.129,8.741,0.068,9.939,1588,2426,938,0.5535,1.000,1.000,1.562,1.330,0.997,1.139,6294.502,1944.937,3377.783,6276.771,2233.335,832.337,102.069,285.035,0.382,0.305,0.183,0.261,0.052,0.182,1437
88000,5607,3537,8558,10408,7074,1849,1,7594,268,41,44545,934774,11914.612,1803.536,0.4205,632.759,0.042,0.686,0.202,0.069,0.312,0.453,902,0.1618,0.7931,0.206,17.0,23.5,40.8,25.21,0.17,9.28,3.32,12.43,5.34,1.124,0.350,0.018,0.015,16.134,0.520,0.0018,261,1702,7361,825,1675,16,0.662,2860,22,828,4757,371,1132,4104,13.12,76.06,1411,4.2342,67646,1695,41660,109.0,-0.0,1055419,10.321,2631002.543,9.20e-15,0.00001,10.34,3704,10.058,1.120,8.849,0.088,10.058,2208,2462,937,0.5343,1.000,1.000,1.546,1.261,0.996,1.139,6393.924,1958.556,3915.644,6376.463,2255.265,837.000,117.291,216.485,0.397,0.303,0.167,0.273,0.061,0.131,1522
89000,5719,3492,9582,11502,7699,1919,1,9088,345,37,53725,978344,12181.395,2223.606,0.4560,692.313,0.042,0.685,0.201,0.072,0.305,0.454,1015,0.1744,0.7970,0.203,16.5,23.5,41.6,24.98,0.15,9.38,3.31,12.13,5.33,1.127,0.354,0.020,0.017,15.105,0.521,0.0020,257,1447,7439,1146,1707,17,0.684,2840,151,854,4714,326,1179,4214,13.78,79.00,1560,4.3786,67664,1528,41298,130.3,-0.0,1056151,11.300,2631002.543,8.50e-15,0.00002,32.05,4060,10.974,1.125,9.750,0.099,10.974,2113,2494,1112,0.5289,1.000,1.000,1.572,1.266,0.997,1.157,6488.863,2179.209,3874.905,6470.508,2528.295,994.200,114.310,422.783,0.376,0.298,0.192,0.234,0.060,0.236,1395
90000,5673,3292,8887,10682,7104,1793,2,8545,351,37,53865,912899,11657.911,2127.457,0.4413,641.721,0.045,0.694,0.190,0.072,0.296,0.460,974,0.1718,0.7928,0.200,17.0,23.5,43.5,25.15,0.19,9.42,3.23,12.32,5.34,1.144,0.347,0.021,0.019,14.613,0.499,0.0019,273,1731,6931,1048,1665,17,0.664,2895,280,617,4776,395,926,4352,13.87,78.62,1837,4.9993,67656,1642,41035,112.2,-0.0,1056479,10.793,2631002.543,2.00e-14,0.00007,15.85,3895,10.785,1.140,9.542,0.103,10.798,2210,2447,1016,0.5251,1.000,1.000,1.592,1.300,0.995,1.161,5760.174,1991.786,4271.487,5742.831,2285.314,1060.832,95.788,329.117,0.374,0.283,0.168,0.239,0.051,0.189,1359
91000,5161,3214,9316,11410,7676,2093,1,9418,386,24,63680,966710,11763.597,2328.786,0.4155,675.045,0.046,0.694,0.186,0.074,0.304,0.458,861,0.1890,0.7852,0.197,16.2,23.5,45.4,25.03,0.20,9.50,3.14,12.20,5.36,1.177,0.346,0.021,0.015,14.926,0.520,0.0021,271,1431,6582,1190,1565,19,0.608,2717,419,548,4194,480,1022,3659,13.84,77.07,1435,5.0040,67524,1519,40976,111.3,-0.0,1057405,11.129,2631002.543,1.12e-14,0.00000,12.95,4383,11.328,1.147,10.086,0.095,11.328,2297,2030,834,0.4945,1.000,1.006,1.635,1.338,0.997,1.171,5412.233,1775.303,4993.073,5399.641,2045.928,1255.937,96.811,300.993,0.395,0.267,0.168,0.248,0.035,0.221,1345
92000,4945,3061,8226,10254,6897,2027,1,8101,301,40,51382,828809,10697.518,1989.603,0.4330,599.169,0.048,0.694,0.186,0.072,0.290,0.466,773,0.1805,0.7884,0.197,17.0,23.5,42.3,25.07,0.22,9.16,3.28,12.40,5.33,1.148,0.343,0.024,0.020,15.265,0.517,0.0020,277,1598,5952,1020,1460,18,0.635,2521,532,596,3817,362,728,3855,13.93,77.30,1484,4.4591,67520,1484,40912,95.8,-0.0,1058124,9.834,2631002.543,6.73e-15,0.00000,29.72,3772,9.749,1.145,8.530,0.074,9.749,2081,2039,825,0.5102,1.000,1.000,1.604,1.290,0.997,1.160,5344.973,1676.190,4054.252,5331.413,1911.022,1042.631,92.945,254.858,0.378,0.267,0.145,0.284,0.064,0.191,1438
93000,4867,2995,7983,9557,6408,1570,4,7771,256,34,45310,843767,10562.871,1809.728,0.4403,562.762,0.045,0.705,0.183,0.066,0.298,0.463,724,0.1790,0.7894,0.193,17.5,23.5,44.1,25.07,0.22,9.30,3.16,12.39,5.33,1.166,0.341,0.026,0.022,15.223,0.491,0.0020,276,1584,5811,879,1375,21,0.642,2478,21,522,4324,378,900,3589,14.27,78.36,1430,4.2518,67451,1615,40772,107.1,-0.0,1059007,9.714,2631002.543,1.26e-14,0.00003,7.39,3478,9.595,1.137,8.376,0.082,9.595,1972,2041,854,0.5126,1.000,1.000,1.645,1.345,0.997,1.157,5226.887,1753.004,3912.124,5217.225,1996.285,902.345,84.345,260.276,0.389,0.276,0.148,0.238,0.045,0.187,1467
94000,5362,3329,8811,10967,7565,2156,0,8039,251,26,47643,925904,11449.017,1936.285,0.4374,633.814,0.044,0.698,0.189,0.069,0.314,0.453,692,0.1653,0.7856,0.199,17.2,23.5,44.1,25.03,0.22,9.33,3.24,12.24,5.31,1.172,0.343,0.026,0.022,15.182,0.511,0.0019,260,1437,5825,1086,1353,24,0.634,2731,28,602,4732,338,1149,3875,13.70,74.33,1847,5.1736,67493,1578,40611,104.0,-0.0,1058874,9.978,2631002.543,7.08e-15,0.00000,25.94,4036,9.866,1.138,8.633,0.095,9.866,2333,2170,859,0.5065,1.000,1.000,1.640,1.338,0.997,1.163,5634.933,1876.940,4313.554,5619.321,2149.955,925.911,100.683,275.878,0.417,0.279,0.180,0.264,0.086,0.232,1417
95000,5732,3468,9499,12139,8401,2636,4,8767,329,33,60614,976717,12217.884,2251.698,0.4090,702.398,0.050,0.695,0.186,0.069,0.309,0.457,970,0.1647,0.7793,0.198,17.5,23.5,45.7,25.69,0.31,9.53,3.02,12.83,5.39,1.184,0.339,0.028,0.024,15.034,0.510,0.0020,271,1385,6173,1444,1479,26,0.624,3071,92,726,4914,583,1260,3889,13.27,74.78,1855,5.7753,67661,1643,40525,120.2,-0.0,1059103,10.742,2631002.543,3.73e-14,0.00001,22.75,4627,10.756,1.156,9.461,0.139,10.756,2690,2159,883,0.4927,1.000,1.006,1.722,1.343,0.997,1.160,5568.763,1813.338,5320.375,5554.994,2044.913,1246.421,87.922,214.957,0.420,0.260,0.139,0.293,0.068,0.162,1534
96000,5039,3516,8711,10669,7023,1958,0,9091,286,27,56300,980873,12186.987,2196.445,0.4365,660.612,0.049,0.691,0.185,0.074,0.304,0.458,779,0.1963,0.7771,0.200,16.8,23.5,45.7,25.56,0.27,9.71,3.11,12.46,5.39,1.186,0.343,0.025,0.020,16.481,0.540,0.0020,293,1402,6366,1279,1444,28,0.632,2730,175,768,4096,486,974,3579,13.93,76.32,1611,5.0598,67679,1537,40107,108.6,-0.0,1060283,11.427,2631002.543,4.96e-15,0.00000,11.79,4059,11.035,1.140,9.809,0.086,11.036,2233,1973,833,0.4850,1.000,1.010,1.689,1.357,0.998,1.171,5798.925,1928.058,4878.887,5789.953,2178.759,1163.685,101.202,270.947,0.417,0.259,0.146,0.262,0.044,0.181,1350
97000,5338,3568,8810,10771,7335,1959,2,8193,279,39,50203,939167,11896.428,1993.007,0.4335,632.870,0.049,0.683,0.195,0.074,0.312,0.453,880,0.1713,0.7799,0.203,17.5,23.5,44.8,25.44,0.22,9.58,3.07,12.57,5.35,1.172,0.343,0.023,0.020,15.934,0.533,0.0019,280,1635,6487,987,1570,29,0.648,2708,261,883,4194,581,762,3995,13.08,72.94,1711,4.8748,67764,1364,39893,118.4,-0.0,1060864,10.681,2631002.543,1.65e-14,0.00004,37.87,3717,10.485,1.152,9.239,0.095,10.486,2202,2182,954,0.5163,1.000,1.000,1.682,1.338,0.997,1.191,6125.429,1825.348,4327.506,6117.478,2084.314,954.957,122.836,282.345,0.391,0.300,0.165,0.278,0.063,0.174,1387
98000,5444,3438,8444,10110,6637,1665,1,8002,301,35,47607,897966,11539.005,1934.273,0.4440,613.326,0.046,0.694,0.187,0.073,0.299,0.461,882,0.1697,0.7801,0.202,18.0,23.5,44.3,25.77,0.17,9.75,3.21,12.63,5.35,1.152,0.349,0.022,0.020,15.789,0.538,0.0019,287,1719,6523,876,1500,28,0.675,2621,238,816,4390,568,824,4052,12.93,74.54,1386,4.0886,67712,1501,39750,105.7,-0.0,1062098,10.507,2631002.543,4.60e-15,0.00012,16.14,3641,10.208,1.153,8.976,0.080,10.208,1935,2576,933,0.5494,1.000,1.000,1.616,1.340,0.997,1.186,6048.440,1842.243,3998.421,6043.211,2110.699,940.758,92.470,287.720,0.366,0.300,0.157,0.263,0.052,0.159,1424
99000,4785,3115,7123,8435,5485,1311,1,7527,228,27,41653,831203,10662.989,1703.452,0.4474,538.794,0.046,0.696,0.186,0.072,0.294,0.463,730,0.1860,0.7817,0.199,18.5,23.5,45.0,26.19,0.19,10.05,3.26,12.69,5.38,1.160,0.349,0.021,0.021,16.142,0.511,0.0019,303,1841,6514,795,1562,29,0.664,2346,23,753,4009,248,810,3727,13.55,78.29,1392,3.6849,67634,1676,39691,96.6,-0.0,1062909,10.251,2631002.543,3.89e-15,0.00001,23.57,2955,9.485,1.130,8.296,0.059,9.486,1654,2289,842,0.5329,1.000,1.000,1.635,1.369,0.997,1.192,5896.013,1788.189,3264.655,5888.760,2048.368,853.279,83.501,227.878,0.343,0.309,0.158,0.256,0.054,0.150,1410
100000,5333,3270,8213,9771,6436,1556,2,7425,206,34,44028,846016,11408.017,1704.192,0.4223,542.017,0.048,0.694,0.188,0.071,0.295,0.461,644,0.1697,0.7814,0.201,17.5,23.5,44.7,25.86,0.17,9.74,3.20,12.75,5.38,1.159,0.345,0.022,0.021,15.313,0.506,0.0018,277,1769,6512,802,1279,25,0.677,2638,39,908,4386,286,1075,3972,13.77,77.56,1738,4.4550,67704,1559,39654,118.1,-0.0,1062735,10.115,2631002.543,4.96e-15,0.00000,30.54,3401,9.607,1.125,8.402,0.080,9.618,2004,2336,993,0.5271,1.000,1.000,1.633,1.330,0.997,1.193,6202.843,1888.075,3601.430,6193.839,2154.765,759.265,99.717,303.193,0.363,0.300,0.161,0.234,0.068,0.217,1456
