step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom
50000,8233,3617,23757,39975,32992,16026,192,16762,1270,18,180816,2218098,20398.649,6147.117,0.2825,2954.699,0.060,0.724,0.127,0.088,0.507,0.343,737,0.0997,0.6940,0.101,15.2,38.1,69.1,33.98,1.01,12.07,1.16,19.74,7.39,1.149,0.314,0.057,0.067,10.587,0.461,0.0029,201,750,1742,13767,520,19,0.360,4623,316,1425,6492,690,901,6642,7.39,29.70,7288,11.2750,67574,3553,85339,572.7,-0.0,998935,14.717,2631002.543,1.47e-14,0.00010,27.47,13046,21.582,1.754,19.512,0.316,21.608,2598,2909,2726,0.4142,0.977,1.034,1.491,1.270,0.983,1.211,8197.466,5200.939,9088.559,8132.319,6132.470,1119.444,1101.018,971.955,0.539,0.546,0.435,0.535,0.286,0.291,2184,4770,0.4402,1.0000,1.0000,0.0960,1.0000,1.0000,0.6833,1.0553,0.9426,0.0355,0.0188,0.0343,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,182,0.9999,0.9661,0.8954,0.9988,0.0608,0.0534
51000,8351,3669,24356,41168,33779,16620,192,17368,1348,21,198363,2497278,21042.131,6759.972,0.2999,3041.507,0.057,0.734,0.123,0.085,0.532,0.326,747,0.0987,0.6953,0.111,16.0,40.0,70.3,34.66,1.14,11.60,1.20,20.72,7.39,1.163,0.295,0.067,0.079,10.623,0.472,0.0029,200,745,1820,14848,553,20,0.344,4791,66,1428,6857,546,1205,6600,7.35,28.33,7339,11.0002,67599,3167,85295,675.6,-0.0,999808,15.368,2631002.543,7.79e-15,0.00005,29.17,13426,22.531,1.755,20.432,0.343,22.532,2462,3205,2684,0.4227,0.974,1.034,1.519,1.314,0.978,1.245,8816.723,5035.896,9224.234,8742.493,6116.911,1293.892,1183.698,1240.874,0.556,0.561,0.478,0.518,0.309,0.330,2201,5324,0.4127,1.0000,0.9998,0.0983,1.0000,1.0000,0.6710,1.0275,0.9212,0.0350,0.0269,0.0374,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,177,0.9997,0.9386,0.8736,0.9987,0.0557,0.0533
52000,8934,3482,24194,40582,33348,16172,216,16443,1436,20,199464,2330995,20553.341,6825.798,0.2936,3166.236,0.051,0.742,0.118,0.088,0.512,0.341,680,0.0921,0.6934,0.099,15.7,37.8,69.3,33.83,1.00,11.91,1.06,19.87,7.40,1.160,0.311,0.057,0.065,10.067,0.445,0.0029,197,761,1727,14895,544,23,0.356,5168,115,1689,7130,424,1354,7156,8.05,29.56,8089,11.4092,67506,3643,85510,652.1,-0.0,1000368,14.609,2631002.543,3.54e-16,0.00012,11.84,13363,21.438,1.761,19.293,0.385,21.438,2571,3389,2974,0.4610,0.958,1.013,1.707,1.244,0.979,1.293,8626.722,5093.248,8994.303,8545.760,6179.514,1142.925,1181.514,1335.123,0.504,0.565,0.452,0.518,0.299,0.327,2325,5523,0.5321,1.0000,0.9997,0.1099,0.9999,1.0000,0.6943,1.0289,0.9272,0.0342,0.0227,0.0329,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,189,0.9999,0.9470,0.8835,0.9992,0.0568,0.0514
53000,8414,3768,27001,46708,38730,19498,209,18990,1654,9,252425,2597465,22989.011,8038.187,0.2870,3509.692,0.053,0.753,0.113,0.081,0.510,0.341,828,0.1111,0.6822,0.102,16.8,40.5,70.1,33.99,1.00,11.78,0.98,20.23,7.24,1.220,0.303,0.062,0.070,10.843,0.455,0.0030,188,699,1633,16651,495,22,0.312,4877,95,1045,7274,454,1669,6291,8.50,29.72,7199,12.5395,67565,3660,85128,703.6,-0.0,1001980,16.392,2631002.543,1.73e-14,0.00011,35.70,15703,24.264,1.768,22.110,0.385,24.264,3143,2688,2583,0.3930,0.977,1.052,1.880,1.344,0.984,1.315,8429.493,5006.308,12120.295,8364.252,6014.157,1984.051,1177.318,1367.125,0.532,0.549,0.445,0.527,0.285,0.304,2430,6672,0.4310,0.9999,1.0000,0.0793,0.9999,1.0000,0.6767,1.0455,0.9580,0.0355,0.0185,0.0317,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,196,0.9997,0.9530,0.8929,0.9990,0.0559,0.0486
54000,7972,3612,26581,48148,40503,21318,249,18014,1463,13,203869,2506194,22373.253,7851.622,0.3024,3999.031,0.058,0.745,0.109,0.088,0.506,0.344,907,0.1158,0.6902,0.103,15.9,37.2,68.0,33.08,0.89,11.23,1.12,19.84,7.36,1.180,0.304,0.052,0.065,10.599,0.476,0.0029,192,729,1754,15955,513,23,0.391,4497,314,1087,6571,451,1037,6484,8.81,31.37,7860,12.7004,67547,3147,83865,685.0,-0.0,1004285,15.796,2631002.543,9.03e-15,0.00000,11.91,15743,22.960,1.762,20.868,0.330,22.960,2580,2669,2723,0.4363,0.960,1.025,1.871,1.244,0.980,1.314,8543.803,5382.578,11427.348,8481.807,6463.130,1342.636,1117.741,1392.214,0.535,0.545,0.440,0.562,0.312,0.341,2316,7351,0.4153,0.9999,0.9999,0.0815,1.0000,1.0000,0.7478,1.0088,0.9537,0.0342,0.0194,0.0265,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,182,0.9998,0.9229,0.8917,0.9992,0.0573,0.0530
55000,8070,3248,25018,43573,36841,18315,240,15986,1257,11,185561,2128763,21081.030,6736.568,0.2846,3436.167,0.063,0.743,0.110,0.084,0.492,0.354,771,0.1026,0.6833,0.106,16.5,40.5,70.8,35.10,1.14,11.44,1.22,21.29,7.43,1.180,0.289,0.062,0.073,10.010,0.434,0.0029,182,739,1684,14312,485,22,0.384,4416,748,805,6517,453,1039,6578,8.50,31.52,10878,16.6735,67445,3179,84100,762.5,-0.0,1001794,14.215,2631002.543,1.08e-14,0.00041,18.47,14943,21.332,1.756,19.257,0.319,21.333,2892,2657,2521,0.4325,0.963,1.025,1.846,1.269,0.984,1.284,7477.013,4739.243,11483.611,7419.495,5614.091,1381.545,990.149,928.707,0.518,0.517,0.446,0.533,0.274,0.295,2292,7514,0.5031,1.0000,0.9997,0.0890,1.0000,1.0000,0.7027,1.0045,0.9342,0.0423,0.0207,0.0308,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,152,0.9998,0.9213,0.8821,0.9981,0.0617,0.0567
56000,8382,3848,27762,58817,51134,30799,256,17435,1357,14,219054,2472973,25507.156,9681.906,0.2911,5695.848,0.073,0.725,0.110,0.092,0.514,0.345,726,0.0993,0.6652,0.114,17.9,40.7,73.8,35.03,1.74,11.19,1.10,20.99,7.29,1.224,0.288,0.089,0.106,10.905,0.480,0.0028,195,673,1689,15489,459,22,0.364,4900,412,738,7232,912,1034,6436,6.82,26.55,7152,14.2844,67445,3049,84174,795.4,-0.0,1005608,15.504,2631002.543,1.08e-14,0.00031,25.84,20112,25.240,1.758,23.078,0.404,25.240,3253,2588,2541,0.4056,0.957,1.051,1.891,1.340,0.981,1.323,7268.915,4645.334,18455.069,7213.625,5534.311,2075.285,868.058,1042.714,0.565,0.524,0.447,0.641,0.270,0.300,2277,8410,0.4583,1.0000,0.9996,0.0618,1.0000,1.0000,0.6652,1.0023,0.9651,0.0690,0.0307,0.0356,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,234,0.9996,0.9307,0.8726,0.9994,0.0565,0.0511
57000,6896,3078,21192,37064,30665,15676,196,15927,1193,17,177479,2067599,17770.315,6297.588,0.3003,2966.562,0.070,0.741,0.105,0.084,0.495,0.354,593,0.1129,0.6843,0.103,18.0,38.4,67.0,32.71,1.06,11.40,1.08,19.17,7.26,1.213,0.303,0.057,0.069,10.418,0.460,0.0030,207,792,1555,14279,449,19,0.416,3951,20,784,6092,379,1284,5233,8.81,32.14,9362,12.8236,67338,2919,84268,462.0,-0.0,1005718,13.971,2631002.543,1.50e-14,0.00014,6.93,12087,19.116,1.758,17.101,0.257,19.116,2489,2263,2144,0.4223,0.979,1.032,1.894,1.340,0.986,1.304,7002.595,4230.847,8737.956,6939.481,5059.441,1427.685,951.954,951.386,0.509,0.532,0.443,0.548,0.280,0.306,2285,5304,0.5093,0.9999,1.0000,0.0817,1.0000,1.0000,0.7816,1.0006,0.9729,0.0432,0.0189,0.0343,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,237,0.9996,0.9238,0.8758,0.9990,0.0522,0.0435
58000,8039,3409,23719,43902,36647,20005,178,14736,1213,14,192073,2188567,20831.230,7089.220,0.3049,3428.577,0.063,0.743,0.105,0.088,0.513,0.341,659,0.0963,0.6792,0.096,16.9,37.2,68.3,31.01,0.81,11.07,0.69,18.44,7.13,1.267,0.303,0.046,0.054,10.269,0.464,0.0027,194,704,1410,13460,411,18,0.351,4484,15,975,7049,394,1070,6575,7.27,29.50,10755,15.4837,67382,3249,84880,634.0,-0.0,1004126,13.099,2631002.543,1.93e-14,0.00050,30.20,15305,19.988,1.761,17.879,0.348,19.988,2926,2645,2468,0.3923,0.988,1.061,1.921,1.524,0.985,1.264,7168.726,4382.631,11941.123,7109.989,5208.695,1889.144,894.708,876.791,0.550,0.540,0.444,0.580,0.286,0.297,2480,6378,0.4508,1.0000,1.0000,0.0685,1.0000,1.0000,0.7888,1.0160,0.9859,0.0303,0.0184,0.0309,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,235,0.9998,0.9230,0.9022,0.9993,0.0600,0.0475
59000,9765,3682,31298,63524,55452,31880,346,16991,1470,13,208104,2350063,25148.783,9499.528,0.3086,5485.739,0.065,0.710,0.123,0.102,0.505,0.347,798,0.0873,0.6862,0.101,16.9,39.0,71.0,32.98,1.34,10.43,0.95,20.26,7.25,1.248,0.279,0.051,0.062,10.006,0.407,0.0028,157,622,1727,15904,551,15,0.350,5312,45,1246,8474,944,1993,6828,7.75,29.95,9923,17.0154,67511,3075,84961,879.4,-0.0,1004308,14.246,2631002.543,1.77e-15,0.00006,16.19,20240,22.650,1.759,20.399,0.492,22.650,4093,2849,2823,0.4046,0.966,1.041,1.906,1.422,0.985,1.260,7641.838,4923.916,17205.257,7581.532,5847.733,2009.625,1024.738,979.426,0.541,0.532,0.439,0.609,0.280,0.295,2321,10927,0.4527,1.0000,0.9999,0.0633,1.0000,1.0000,0.7300,1.0163,1.0020,0.0562,0.0181,0.0369,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,171,0.9996,0.9329,0.8971,0.9986,0.0538,0.0451
60000,8918,3468,26953,49722,41751,22523,246,17731,1598,16,233871,2509926,22541.319,9032.929,0.3133,4453.396,0.061,0.734,0.116,0.090,0.512,0.342,926,0.0984,0.6797,0.104,17.2,39.6,73.2,32.98,0.94,11.33,1.15,19.57,7.21,1.299,0.286,0.046,0.058,9.905,0.409,0.0028,197,715,1735,17221,489,13,0.334,5010,74,995,7849,928,1268,6722,8.25,30.58,10961,16.6431,67554,3379,84889,702.3,-0.0,1004949,15.205,2631002.543,1.45e-14,0.00012,15.16,17015,23.329,1.767,21.120,0.443,23.357,3503,2739,2676,0.3690,0.975,1.082,1.932,1.570,0.977,1.275,7351.132,4661.772,14156.473,7281.705,5556.538,2541.822,1064.180,973.530,0.547,0.532,0.454,0.562,0.286,0.291,2379,8296,0.3969,0.9999,0.9992,0.0638,1.0000,1.0000,0.7219,1.0154,1.0019,0.0280,0.0248,0.0338,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,159,0.9999,0.9601,0.9155,0.9990,0.0607,0.0480
61000,8622,3673,30293,59178,50813,28573,312,18659,1801,22,262359,2647676,25426.767,10108.672,0.2985,5214.160,0.059,0.737,0.117,0.087,0.506,0.347,990,0.1082,0.6732,0.102,17.2,41.5,72.8,34.45,1.14,11.98,0.97,20.37,7.30,1.243,0.306,0.053,0.063,10.218,0.438,0.0028,185,668,1775,18350,503,14,0.345,4814,259,1654,6709,793,1043,6786,8.00,28.97,9141,15.9691,67677,3246,84710,1181.5,-0.0,1006992,15.935,2631002.543,9.56e-15,0.00000,36.46,19661,25.650,1.768,23.494,0.388,25.650,3294,2688,2640,0.4071,0.977,1.045,1.927,1.402,0.986,1.307,7766.809,5007.713,16909.867,7693.856,6037.204,2468.611,1193.442,1232.460,0.551,0.515,0.453,0.596,0.277,0.322,2106,10007,0.3834,1.0000,0.9999,0.0656,0.9999,1.0000,0.6709,1.0402,1.0047,0.0456,0.0147,0.0319,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,100,0.9999,0.9622,0.9155,0.9986,0.0520,0.0442
62000,9191,3618,25135,45258,37965,19909,214,17176,1553,17,214641,2440147,21425.549,7580.285,0.3053,3484.586,0.059,0.733,0.115,0.093,0.522,0.336,654,0.0885,0.6814,0.085,15.5,39.5,70.7,32.86,1.21,10.60,1.04,20.00,7.30,1.252,0.277,0.062,0.076,10.016,0.436,0.0029,205,748,1559,16772,385,11,0.411,5205,283,1501,7407,771,1113,7307,7.00,26.92,9893,13.6516,67608,3286,85141,718.4,-0.0,1007843,14.679,2631002.543,3.08e-14,0.00000,13.00,15311,22.273,1.772,20.020,0.481,22.274,3104,3054,3033,0.4229,0.950,1.038,1.934,1.461,0.973,1.321,8313.532,4921.775,10740.826,8236.974,5932.333,1780.833,1129.726,1185.141,0.546,0.566,0.454,0.559,0.331,0.309,2221,5758,0.4846,1.0000,1.0000,0.0800,0.9999,1.0000,0.7487,1.0177,0.9536,0.0404,0.0284,0.0425,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,62,0.9996,0.9580,0.8976,0.9988,0.0574,0.0443
63000,9289,4042,25977,45975,38369,19752,246,17774,1456,14,211575,2611066,22910.857,7716.548,0.3037,3700.398,0.054,0.730,0.118,0.098,0.533,0.334,1115,0.0865,0.6797,0.103,16.3,40.4,71.2,32.98,1.24,11.45,1.11,19.18,7.24,1.257,0.295,0.075,0.090,10.379,0.443,0.0028,202,734,1686,16462,539,11,0.384,5184,73,1529,7687,640,1355,7294,7.04,26.12,9679,13.5765,67547,3663,86040,704.4,-0.0,1008257,15.610,2631002.543,1.75e-14,0.00005,29.99,15507,23.809,1.771,21.600,0.438,23.809,3101,3065,3123,0.4158,0.971,1.038,1.947,1.494,0.981,1.292,8561.132,5380.022,11528.396,8504.472,6578.387,1658.710,1187.768,1169.672,0.533,0.570,0.495,0.546,0.330,0.295,2332,6387,0.4254,1.0000,1.0000,0.0872,1.0000,1.0000,0.7226,1.0118,0.9725,0.0509,0.0212,0.0397,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,248,0.9994,0.9317,0.8990,0.9987,0.0545,0.0435
64000,10011,4254,27676,49537,41208,21621,240,18232,1512,19,233159,2950645,24129.076,8555.739,0.3163,3946.800,0.052,0.745,0.116,0.088,0.550,0.321,1090,0.0845,0.6847,0.096,16.3,38.5,69.3,32.60,1.17,11.04,0.99,19.41,7.18,1.245,0.295,0.087,0.102,10.458,0.448,0.0027,201,752,1855,16916,448,12,0.411,5825,38,1434,8539,709,1615,7687,6.50,24.88,9130,13.9197,67576,3666,86370,732.8,0.0,1008914,16.249,2631002.543,2.83e-15,0.00024,25.46,17353,25.131,1.763,22.835,0.533,25.132,3645,3200,3166,0.4352,0.957,1.027,1.959,1.455,0.977,1.273,8795.589,5529.099,12660.932,8738.365,6676.578,2446.772,1004.945,1157.223,0.552,0.595,0.502,0.544,0.321,0.291,2380,6963,0.4379,1.0000,1.0000,0.0705,1.0000,0.9999,0.7245,0.9990,1.0047,0.0461,0.0239,0.0362,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,228,0.9997,0.9176,0.8903,0.9991,0.0565,0.0441
65000,9231,3898,27656,51520,43760,23663,201,18796,1441,19,216546,2944738,24232.171,8761.958,0.3101,4564.520,0.051,0.746,0.119,0.084,0.549,0.322,999,0.0919,0.6855,0.094,17.1,39.5,69.4,35.08,1.23,10.50,1.05,22.30,7.34,1.219,0.282,0.076,0.094,10.550,0.465,0.0028,201,769,2112,18386,677,12,0.360,5268,223,1507,7501,498,1405,7328,7.00,26.12,8720,13.9559,67506,3322,85834,668.4,-0.0,1010940,16.730,2631002.543,9.38e-15,0.00003,11.33,17055,25.210,1.766,22.966,0.477,25.210,3256,2960,3015,0.4570,0.920,1.013,1.966,1.375,0.979,1.286,8867.140,5376.147,13303.567,8800.762,6692.362,1837.075,1249.537,1110.826,0.584,0.573,0.496,0.572,0.332,0.319,2267,7841,0.4760,1.0000,0.9998,0.0807,1.0000,1.0000,0.6742,1.0096,0.9711,0.0384,0.0285,0.0377,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,339,0.9998,0.8898,0.8677,0.9988,0.0568,0.0457
66000,8990,3633,25546,43993,36359,18246,201,17929,1273,27,196744,2498200,21805.812,7397.489,0.3063,3630.902,0.055,0.740,0.123,0.082,0.514,0.346,805,0.0935,0.6791,0.090,18.3,41.5,68.1,31.81,1.19,10.64,0.93,19.05,6.97,1.333,0.279,0.086,0.104,9.895,0.433,0.0029,206,791,2036,15978,689,13,0.332,5245,156,957,7877,590,1244,7156,8.25,27.99,10564,15.6732,67542,3199,85299,677.2,-0.0,1010609,15.961,2631002.543,1.38e-14,0.00004,33.72,15544,23.074,1.758,20.820,0.496,23.074,3607,2748,2635,0.3925,0.965,1.056,1.981,1.614,0.976,1.322,7818.182,4769.571,11907.964,7760.395,5768.355,1838.366,953.558,974.663,0.554,0.531,0.456,0.518,0.289,0.290,2416,6293,0.4532,1.0000,0.9999,0.0685,1.0000,1.0000,0.7820,0.9825,0.9503,0.0493,0.0248,0.0367,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,265,1.0000,0.9122,0.8789,0.9987,0.0569,0.0501
67000,9023,3778,30319,63828,55596,33105,404,18618,1290,21,202778,2736546,24948.058,9474.633,0.3046,5614.501,0.063,0.728,0.117,0.092,0.522,0.346,718,0.0939,0.6823,0.115,17.3,40.4,68.8,34.28,1.26,10.34,1.08,21.60,7.24,1.225,0.278,0.077,0.093,9.882,0.447,0.0028,195,669,1833,17113,541,13,0.331,5028,917,1025,7081,711,1544,6768,6.86,26.05,8162,15.0403,67453,2919,84822,844.9,-0.0,1013879,16.335,2631002.543,2.65e-15,0.00035,9.25,22324,26.170,1.770,23.902,0.499,26.171,3744,2618,2661,0.4466,0.931,1.019,1.969,1.319,0.983,1.331,7498.684,4729.246,17507.810,7447.795,5606.954,1857.677,988.174,1014.281,0.583,0.523,0.443,0.630,0.263,0.267,2294,10197,0.3527,1.0000,0.9997,0.0488,1.0000,1.0000,0.6942,1.0372,0.9851,0.0469,0.0207,0.0341,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261,160,1.0000,0.9212,0.8566,0.9989,0.0585,0.0452
68000,7700,2961,22218,37207,30580,14817,172,15378,1122,15,162382,1995495,18382.150,6339.125,0.3120,3172.645,0.062,0.742,0.115,0.082,0.480,0.371,563,0.0990,0.6782,0.106,16.8,37.9,70.6,31.36,1.32,10.40,1.01,18.62,7.09,1.291,0.278,0.078,0.091,9.509,0.414,0.0029,203,780,1610,13569,437,10,0.344,4351,337,638,6725,559,723,6418,8.75,29.60,10180,13.8035,67333,3075,84687,548.4,-0.0,1014168,13.427,2631002.543,9.91e-15,0.00023,20.48,12858,19.609,1.769,17.484,0.355,19.609,2555,2617,2528,0.4040,0.962,1.031,1.982,1.591,0.978,1.313,6645.681,4279.276,9877.064,6597.924,5079.807,1359.268,864.151,943.061,0.513,0.506,0.423,0.500,0.290,0.281,2277,6828,0.5144,1.0000,0.9996,0.0689,1.0000,1.0000,0.7234,1.0390,0.9744,0.0717,0.0200,0.0316,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263,198,0.9998,0.9127,0.8663,0.9987,0.0545,0.0456
69000,8859,3442,27489,52983,45648,25201,293,16860,1510,13,200236,2406955,22603.486,8065.088,0.3133,4143.599,0.061,0.730,0.117,0.091,0.515,0.349,883,0.0874,0.6792,0.119,17.8,40.4,71.5,33.26,1.49,10.55,1.01,20.21,7.14,1.284,0.270,0.076,0.093,9.983,0.420,0.0028,186,674,1372,15613,374,10,0.363,4861,27,951,7881,775,2202,5882,6.75,25.15,8833,15.3164,67352,2843,85215,1174.4,0.0,1013728,14.045,2631002.543,1.06e-15,0.00033,23.82,18044,22.556,1.772,20.311,0.473,22.556,4338,2233,2288,0.3890,0.960,1.040,1.985,1.415,0.981,1.332,6815.803,4211.657,14855.430,6766.684,5124.971,1904.282,1039.505,977.703,0.579,0.508,0.441,0.572,0.293,0.318,2265,7708,0.3717,0.9998,0.9997,0.0604,1.0000,1.0000,0.7202,1.0167,0.9756,0.0583,0.0239,0.0356,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260,239,1.0000,0.9008,0.8375,0.9981,0.0512,0.0468
70000,7875,3289,23826,40377,32981,16359,192,16052,1249,14,178010,2142566,19051.769,7103.456,0.3311,3419.298,0.060,0.738,0.116,0.086,0.489,0.364,680,0.0997,0.6793,0.120,17.6,40.5,71.1,31.53,1.20,10.58,1.01,18.74,7.05,1.336,0.280,0.057,0.067,9.981,0.444,0.0029,197,719,1361,13789,433,9,0.340,4342,27,984,6864,441,1555,5879,7.75,27.59,10266,14.2356,67318,2994,85072,555.4,-0.0,1014732,13.377,2631002.543,0.00e0,0.00007,7.77,14282,20.065,1.765,17.909,0.392,20.090,3103,2331,2441,0.3623,0.986,1.074,1.988,1.580,0.985,1.362,6681.085,4140.263,10820.385,6637.447,5013.235,1926.928,810.323,946.907,0.538,0.500,0.421,0.505,0.268,0.313,2222,7216,0.4177,0.9999,0.9991,0.0559,1.0000,1.0000,0.7333,1.0450,1.0110,0.0583,0.0145,0.0311,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259,279,1.0000,0.9484,0.8676,0.9989,0.0522,0.0456
71000,7677,3000,25197,42979,36260,17556,226,15822,1143,20,166521,2071238,19938.093,6481.071,0.2977,3383.232,0.061,0.733,0.114,0.092,0.490,0.360,634,0.1029,0.6886,0.106,18.0,39.6,70.9,32.71,1.35,10.64,0.85,19.87,7.15,1.253,0.288,0.051,0.062,9.867,0.420,0.0029,176,685,1487,14246,443,11,0.438,4292,128,817,6732,829,1064,5784,8.40,31.26,14812,19.9808,67450,2545,86026,898.1,-0.0,1009201,13.097,2631002.543,2.78e-14,0.00001,33.11,14888,19.686,1.771,17.533,0.382,19.686,3286,2299,2092,0.4090,0.975,1.033,1.982,1.426,0.987,1.272,6935.597,3944.122,11709.688,6881.001,4730.636,1318.441,966.725,812.672,0.541,0.507,0.418,0.519,0.251,0.269,2109,8274,0.4216,1.0000,0.9997,0.0686,1.0000,0.9999,0.7400,1.0544,0.9676,0.0641,0.0100,0.0313,0.0000,0.7810,0.9584,0.1060,0.6708,0.9450,0.00259,136,0.9999,0.9438,0.8761,0.9987,0.0498,0.0475
72000,9208,4299,30623,70357,62327,39481,253,16524,1104,19,192071,2419353,29274.104,10476.359,0.2979,6900.474,0.067,0.701,0.127,0.106,0.508,0.351,644,0.0901,0.6547,0.108,19.0,41.5,80.8,35.50,1.33,10.24,0.89,23.04,7.24,1.287,0.270,0.053,0.062,11.004,0.468,0.0026,179,629,1499,13040,399,13,0.409,5032,307,1244,7657,954,1840,6414,4.67,23.68,8023,17.7363,67555,2636,85924,1132.8,-0.0,1014782,15.350,2631002.543,5.66e-15,0.00000,16.62,26342,26.760,1.776,24.449,0.535,26.760,4663,2470,2075,0.3708,0.979,1.067,1.986,1.456,0.988,1.264,6503.774,3955.645,25212.918,6463.854,4497.806,2198.170,815.528,562.187,0.599,0.470,0.400,0.658,0.187,0.258,2036,11368,0.3701,1.0000,1.0000,0.0422,1.0000,1.0000,0.6650,1.0394,0.9983,0.0473,0.0182,0.0307,0.0000,0.0000,0.8708,0.2621,0.6418,0.9529,0.00257,77,1.0000,0.9339,0.8857,0.9989,0.0538,0.0502
73000,7233,3219,22770,40559,33493,17591,198,16773,1134,14,173098,2110290,18596.152,6826.946,0.3052,3525.139,0.063,0.709,0.127,0.101,0.492,0.359,835,0.1094,0.6853,0.108,17.1,33.2,64.8,30.59,1.29,10.30,0.86,18.14,7.18,1.236,0.299,0.065,0.076,10.197,0.472,0.0029,217,794,1479,12813,372,12,0.503,3982,319,925,5989,586,808,5839,7.59,30.57,8709,12.7701,67534,2619,84505,474.2,-0.0,1018876,14.549,2631002.543,1.24e-15,0.00019,18.56,14122,20.084,1.773,17.998,0.313,20.085,2603,2532,2098,0.4482,0.974,1.014,1.988,1.446,0.987,1.275,6636.582,3816.678,10998.364,6600.728,4522.199,1823.376,805.038,673.392,0.553,0.489,0.418,0.552,0.263,0.279,1795,6722,0.4180,1.0000,0.9993,0.0528,1.0000,1.0000,0.7607,1.0523,0.9762,0.0656,0.0215,0.0338,0.0000,0.2810,0.9234,0.0654,0.6275,0.9666,0.00262,102,0.9999,0.9171,0.8649,0.9989,0.0533,0.0510
74000,7508,3181,22821,38684,31686,15616,247,15239,1130,13,153410,1989322,17848.910,5882.873,0.3171,2842.095,0.053,0.717,0.138,0.093,0.486,0.362,642,0.1025,0.7126,0.102,16.0,33.6,59.3,29.32,1.20,9.93,0.82,17.37,7.01,1.257,0.293,0.052,0.063,9.801,0.446,0.0028,186,716,1674,12517,518,12,0.465,4132,378,979,6151,951,938,5619,8.14,32.42,11732,15.4647,67588,2291,84850,491.1,-0.0,1015792,12.679,2631002.543,4.07e-15,0.00002,35.96,13144,17.879,1.764,15.809,0.306,17.879,3059,2453,1996,0.4246,0.977,1.021,1.990,1.466,0.986,1.269,6827.200,3695.823,9484.619,6787.881,4418.505,1544.104,804.398,692.276,0.511,0.526,0.407,0.515,0.246,0.275,1668,6030,0.5223,1.0000,0.9997,0.0682,0.9999,1.0000,0.8238,1.0838,1.0175,0.0619,0.0195,0.0335,0.0000,0.7848,0.9663,0.1735,0.6720,0.9909,0.00263,134,0.9999,0.9434,0.9049,0.9988,0.0536,0.0510
