step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share
53000,14865,8033,32671,58532,45025,25461,400,26659,3244,50,316351,4717059,30327.672,11571.977,0.3613,4429.057,0.064,0.718,0.137,0.081,0.582,0.316,1333,0.0662,0.6813,0.167,16.0,38.8,63.7,29.01,1.08,11.05,0.36,16.53,6.67,1.518,0.273,0.037,0.041,13.520,0.511,0.0025,259,952,6328,24048,3859,28,0.425,7816,176,2499,12190,955,2537,11373,4.14,16.81,8143,14.0185,67400,5499,83983,586.8,-0.0,1004962,24.151,2631002.543,2.94e-14,0.00005,35.70,27490,31.722,1.298,27.728,2.696,31.723,5221,3786,5858,0.2858,1.000,1.997,2.000,1.788,0.988,1.621,11091.752,9446.444,11946.044,11023.761,11786.924,3122.512,864.832,3155.576,0.545,0.656,0.577,0.466,0.405,0.423,3964,2488,0.5907,1.0000,0.9998,0.0467,1.0000,1.0000,0.8824,1.1216,0.9864,0.0446,0.0226,0.0465,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260
54000,14709,7483,31064,54807,42132,23375,368,25795,2570,67,290403,4259208,28900.675,10674.812,0.3565,4204.922,0.068,0.712,0.137,0.083,0.565,0.327,1028,0.0663,0.6743,0.182,16.1,40.0,67.9,29.66,1.10,11.13,0.36,17.07,6.79,1.511,0.269,0.040,0.044,12.844,0.495,0.0026,253,1040,6839,24656,3707,33,0.467,8065,631,1536,12542,1512,2482,10715,4.56,18.61,8850,15.2305,67372,5042,83175,628.2,-0.0,1004982,23.902,2631002.543,1.59e-15,0.00004,11.91,24998,29.823,1.291,25.882,2.649,29.823,6028,3532,5149,0.2868,0.999,1.377,2.000,1.743,0.989,1.597,10206.005,8555.795,12312.585,10146.872,10646.140,2874.436,791.253,2804.201,0.528,0.644,0.557,0.458,0.399,0.409,3703,2788,0.5320,1.0000,0.9998,0.0556,1.0000,1.0000,0.8652,1.1168,0.9793,0.0369,0.0258,0.0506,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256
55000,13912,7370,31230,53282,39834,21666,386,26551,2848,47,312865,4085047,28380.540,10841.929,0.3499,4000.465,0.075,0.718,0.128,0.079,0.544,0.342,1164,0.0736,0.6644,0.146,17.0,40.3,70.0,29.85,1.14,11.53,0.35,16.83,6.77,1.515,0.277,0.043,0.050,12.627,0.506,0.0027,260,989,6027,22475,3298,35,0.465,7508,688,1228,11996,1287,2370,10255,5.25,19.50,7972,14.3653,67273,4676,82438,502.3,-0.0,1007165,24.072,2631002.543,3.01e-15,0.00000,18.47,25041,30.320,1.289,26.625,2.407,30.320,5681,3326,4905,0.2744,1.000,1.937,2.000,1.763,0.990,1.583,9470.850,7883.579,13183.808,9417.944,9779.252,3464.761,778.101,2598.603,0.525,0.621,0.524,0.431,0.385,0.392,3386,2581,0.5597,1.0000,1.0000,0.0467,1.0000,1.0000,0.8198,1.1235,0.9635,0.0494,0.0206,0.0435,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259
56000,12417,6536,26318,44369,33385,17752,299,23438,2394,44,274909,3585862,25275.079,9099.516,0.3380,3292.217,0.071,0.737,0.119,0.073,0.534,0.344,1371,0.0797,0.6600,0.132,18.3,43.6,72.0,31.53,1.18,12.15,0.53,17.68,6.94,1.484,0.285,0.038,0.046,13.205,0.496,0.0027,266,1033,5333,21101,2683,39,0.390,6972,881,1182,10354,1034,2160,9223,5.59,21.85,7877,13.2599,67269,4500,81999,506.1,-0.0,1008572,21.573,2631002.543,1.22e-14,0.00005,25.84,19911,25.527,1.297,22.471,1.759,25.527,4972,3038,4407,0.2903,0.999,1.171,2.000,1.705,0.989,1.576,8633.735,7260.738,11208.672,8584.364,8774.259,2998.808,696.621,2111.870,0.524,0.602,0.508,0.444,0.362,0.364,3277,1937,0.5468,1.0000,1.0000,0.0439,1.0000,1.0000,0.8081,1.0999,0.9565,0.0458,0.0242,0.0411,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256
57000,12127,6253,26597,44687,32996,17770,320,22543,2383,50,274796,3543066,24715.775,9189.084,0.3417,3320.611,0.067,0.736,0.124,0.073,0.539,0.337,1342,0.0811,0.6637,0.122,17.8,43.3,71.0,31.06,1.03,12.27,0.37,17.40,6.92,1.483,0.291,0.039,0.043,12.864,0.487,0.0027,258,993,5011,22890,2397,41,0.515,6420,58,1463,10606,632,2044,9451,5.96,23.42,7886,12.5882,67150,4704,81710,475.4,-0.0,1009859,20.907,2631002.543,7.43e-15,0.00002,6.93,20140,25.157,1.284,22.181,1.692,25.158,4540,3156,4431,0.2929,1.000,1.148,2.000,1.766,0.989,1.544,8691.888,7336.656,10482.253,8644.946,8909.187,2993.067,659.941,2215.465,0.523,0.636,0.502,0.450,0.350,0.360,3119,1911,0.5659,1.0000,0.9997,0.0468,1.0000,1.0000,0.8099,1.1035,0.9663,0.0401,0.0190,0.0411,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257
58000,11959,6655,25985,44875,33647,18509,381,22144,2143,40,246730,3563403,25237.511,8617.390,0.3441,3311.183,0.068,0.732,0.128,0.072,0.543,0.335,1098,0.0812,0.6617,0.115,17.1,44.0,72.0,30.83,1.03,11.85,0.32,17.64,6.89,1.503,0.277,0.041,0.045,13.487,0.508,0.0026,257,974,4717,19167,2060,41,0.505,6378,116,1608,10235,634,2202,9123,5.34,22.21,8065,13.7202,67186,4712,81158,405.3,-0.0,1010095,20.781,2631002.543,7.08e-15,0.00000,30.20,21333,25.443,1.288,22.490,1.665,25.443,5130,2807,4022,0.2721,1.000,1.223,2.000,1.745,0.990,1.551,8533.807,7113.741,11650.530,8480.647,8417.516,2635.041,690.172,1980.995,0.571,0.611,0.477,0.492,0.322,0.340,2909,1826,0.6122,1.0000,0.9998,0.0515,1.0000,0.9999,0.7973,1.1138,0.9671,0.0388,0.0196,0.0406,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256
59000,13668,7265,28727,49775,37949,20608,440,22540,2310,53,260794,3598994,27427.709,9256.354,0.3413,3693.493,0.071,0.715,0.140,0.074,0.539,0.337,966,0.0731,0.6605,0.110,16.5,44.0,72.0,30.94,0.96,11.59,0.50,17.91,6.89,1.513,0.271,0.038,0.040,12.837,0.486,0.0026,253,988,4868,19204,2081,37,0.490,7063,163,1842,11663,1393,2759,9516,5.22,22.01,7657,14.2175,67310,4394,79992,512.3,-0.0,1011273,21.522,2631002.543,9.56e-15,0.00008,16.19,22740,27.527,1.289,23.978,2.260,27.527,6099,3080,4489,0.2782,0.999,1.923,2.000,1.771,0.990,1.521,9169.598,7672.914,12725.179,9121.797,9274.227,2656.026,832.221,2074.614,0.557,0.604,0.485,0.465,0.357,0.386,2528,2115,0.5245,1.0000,1.0000,0.0470,1.0000,0.9999,0.7965,1.1081,0.9702,0.0335,0.0232,0.0356,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252
60000,12151,6857,27310,45519,33503,17805,404,23619,2482,42,273685,3687751,25975.570,9368.180,0.3432,3497.505,0.074,0.726,0.131,0.069,0.534,0.342,957,0.0851,0.6623,0.141,16.7,44.0,72.0,30.52,0.86,12.32,0.21,17.13,6.91,1.496,0.290,0.033,0.037,13.733,0.498,0.0026,262,973,4831,20905,2222,36,0.464,6440,227,1269,10655,1143,1657,9351,5.84,23.60,7481,13.4395,67347,4811,78842,400.2,-0.0,1014212,22.232,2631002.543,1.27e-14,0.00018,15.16,21175,26.975,1.287,23.959,1.729,27.003,4921,2949,4281,0.2675,1.000,1.169,2.000,1.774,0.988,1.526,8811.433,7232.725,12084.785,8745.733,8642.557,3189.938,782.153,1898.585,0.548,0.614,0.476,0.452,0.349,0.313,2593,2684,0.5257,1.0000,0.9999,0.0397,1.0000,1.0000,0.8033,1.1223,0.9795,0.0334,0.0192,0.0314,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256
61000,12829,7304,29176,49392,36802,19728,488,23779,2608,41,283760,3610061,27369.342,9688.649,0.3430,3605.202,0.069,0.718,0.145,0.069,0.520,0.347,1174,0.0868,0.6691,0.140,16.2,42.0,72.0,30.67,0.81,12.33,0.27,17.26,6.92,1.490,0.295,0.036,0.037,13.604,0.522,0.0026,244,999,5099,21676,2047,33,0.521,6748,663,1840,10326,931,2053,9845,5.75,23.83,6558,12.6580,67469,4393,77460,430.1,-0.0,1016830,22.092,2631002.543,4.78e-15,0.00016,36.46,22223,27.628,1.286,24.419,1.923,27.629,5002,3267,4560,0.2882,0.999,1.150,2.000,1.746,0.987,1.569,9647.174,7685.675,12140.981,9592.429,9241.134,2891.581,951.812,2240.054,0.540,0.605,0.457,0.484,0.334,0.317,2397,2070,0.5476,1.0000,0.9999,0.0465,1.0000,1.0000,0.7929,1.1360,0.9751,0.0326,0.0139,0.0334,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260
62000,12294,6799,25527,41550,30400,15638,385,21977,2264,46,236413,3389761,24772.935,8322.426,0.3566,3053.607,0.069,0.713,0.146,0.072,0.524,0.345,1278,0.0836,0.6724,0.175,16.0,41.0,72.0,30.23,0.80,12.14,0.20,17.09,6.92,1.476,0.296,0.033,0.036,14.100,0.494,0.0025,262,1053,5190,18684,2321,29,0.535,6323,393,1955,9946,1359,1427,9508,5.76,24.04,6110,10.5055,67398,4883,76584,386.7,-0.0,1019795,20.949,2631002.543,2.27e-14,0.00000,13.00,18504,24.258,1.283,21.312,1.663,24.258,4251,3205,4838,0.2969,0.999,1.110,2.000,1.716,0.990,1.588,9333.321,7625.816,9359.915,9282.250,9184.377,2260.926,788.440,2219.453,0.538,0.619,0.466,0.426,0.361,0.332,2455,1775,0.5630,1.0000,1.0000,0.0465,1.0000,1.0000,0.7970,1.1631,0.9843,0.0353,0.0121,0.0330,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265
63000,12042,6880,25735,42351,32001,16222,394,21979,2219,39,236142,3484430,25456.942,8161.730,0.3419,3116.081,0.066,0.703,0.153,0.077,0.535,0.338,1008,0.0833,0.6791,0.163,15.7,40.0,68.3,30.16,0.81,12.23,0.17,16.94,6.97,1.447,0.303,0.029,0.032,14.950,0.520,0.0025,252,1008,5536,18454,2422,28,0.564,6040,65,1728,10249,723,1520,9799,5.27,23.77,5378,9.4348,67339,4925,75812,403.5,-0.0,1022852,21.111,2631002.543,7.79e-15,0.00016,29.99,17811,23.488,1.282,20.800,1.405,23.488,3465,3575,5002,0.3257,0.996,1.067,2.000,1.713,0.991,1.589,10032.475,8056.223,8926.570,9971.721,9674.733,1911.647,732.966,2401.036,0.534,0.645,0.484,0.450,0.370,0.320,2523,1750,0.5752,1.0000,0.9999,0.0498,1.0000,1.0000,0.8050,1.1615,0.9784,0.0324,0.0135,0.0381,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263
64000,12681,6891,25722,40937,30488,14791,424,21324,2227,53,213614,3388928,24844.356,7755.959,0.3579,2977.395,0.068,0.696,0.157,0.079,0.537,0.336,1371,0.0776,0.6851,0.168,15.6,38.6,69.6,29.50,0.75,11.75,0.21,16.79,6.90,1.449,0.297,0.026,0.030,14.609,0.504,0.0025,243,1018,6294,16483,3064,30,0.563,6119,75,1397,11209,596,1834,10251,5.50,23.82,5272,9.6589,67365,4912,74922,398.4,-0.0,1024332,20.593,2631002.543,1.03e-14,0.00005,25.46,17217,22.563,1.279,19.733,1.550,22.563,4183,3465,5033,0.3114,0.999,1.067,2.000,1.679,0.990,1.574,9906.003,7909.180,8314.519,9846.363,9660.869,1647.072,817.746,2313.746,0.532,0.646,0.487,0.401,0.360,0.326,2604,1479,0.5736,1.0000,0.9999,0.0563,1.0000,1.0000,0.8232,1.1455,0.9972,0.0300,0.0102,0.0396,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262
65000,12461,7027,25625,42026,32089,15984,417,22653,2113,60,214866,3532612,25467.104,7700.969,0.3372,3172.064,0.067,0.693,0.162,0.078,0.539,0.334,991,0.0813,0.6864,0.140,15.8,39.0,69.9,30.54,0.62,11.96,0.29,17.66,7.02,1.404,0.302,0.027,0.029,14.863,0.521,0.0025,249,1002,7133,16933,3525,34,0.539,6078,247,1850,10364,750,1946,9765,5.46,24.49,5007,9.6463,67298,4890,73626,348.8,-0.0,1026835,21.917,2631002.543,1.47e-14,0.00012,11.33,16503,22.792,1.285,20.134,1.373,22.792,3986,3458,5017,0.3297,0.999,1.049,2.000,1.508,0.991,1.606,9971.182,8208.841,8664.300,9929.894,10044.975,1637.194,716.838,2174.872,0.535,0.645,0.493,0.446,0.359,0.327,2554,1019,0.5846,1.0000,1.0000,0.0550,1.0000,1.0000,0.7962,1.1461,0.9891,0.0256,0.0096,0.0280,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264
66000,11571,6506,24933,39549,29767,14190,426,22268,1878,71,208771,3342771,24350.674,7532.333,0.3390,3108.446,0.068,0.705,0.157,0.070,0.524,0.341,977,0.0914,0.6855,0.139,15.7,38.0,68.5,29.91,0.59,11.74,0.33,17.26,7.01,1.413,0.302,0.021,0.023,14.314,0.530,0.0026,250,1100,7424,14977,3828,32,0.597,5697,479,1236,9856,754,1531,9286,6.00,26.14,4827,9.6609,67340,4194,71727,409.4,-0.0,1029719,21.811,2631002.543,1.50e-14,0.00012,33.72,15690,22.225,1.285,19.728,1.211,22.225,3753,3074,4744,0.3269,0.996,1.049,2.000,1.529,0.990,1.595,9296.455,7649.458,8851.511,9242.275,9365.333,1571.614,781.304,2070.969,0.523,0.615,0.480,0.417,0.323,0.326,2304,1606,0.5331,1.0000,0.9996,0.0531,1.0000,1.0000,0.8227,1.1450,0.9960,0.0259,0.0103,0.0242,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260
67000,10634,5960,23120,36428,27328,12924,384,20967,1675,72,183958,3009248,22437.092,6627.388,0.3355,2770.512,0.072,0.708,0.159,0.062,0.506,0.351,1060,0.0985,0.6919,0.138,15.7,37.9,68.5,30.11,0.66,11.87,0.37,17.20,7.08,1.377,0.309,0.022,0.024,14.163,0.532,0.0026,247,1074,6525,14220,3037,30,0.572,5229,448,947,9239,1017,1435,8182,7.04,30.09,4073,8.6874,67260,3938,70121,330.4,-0.0,1032959,20.195,2631002.543,8.67e-15,0.00003,9.25,13429,19.471,1.275,17.298,0.898,19.471,3729,2811,4094,0.3412,0.990,1.049,2.000,1.498,0.990,1.532,8438.811,6851.072,8504.868,8385.889,8316.846,1535.096,738.266,1583.515,0.506,0.600,0.457,0.415,0.318,0.305,2081,1343,0.5698,1.0000,1.0000,0.0543,1.0000,1.0000,0.8365,1.1332,1.0012,0.0313,0.0117,0.0235,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261
68000,9824,5322,20308,30403,22473,9725,370,18572,1322,75,149397,2546643,20357.594,5320.152,0.3291,2246.943,0.071,0.701,0.171,0.057,0.490,0.356,1182,0.1020,0.6935,0.138,14.9,38.0,67.5,30.68,0.64,11.97,0.43,17.64,7.21,1.344,0.316,0.025,0.029,14.070,0.506,0.0026,250,1116,5969,11785,2304,27,0.674,4756,675,838,8311,755,1021,8048,7.08,32.07,4354,8.0106,67154,3965,68998,309.1,-0.0,1035203,18.258,2631002.543,7.08e-15,0.00006,20.48,10924,16.740,1.278,14.779,0.683,16.740,3063,2892,3869,0.3389,0.996,1.049,2.000,1.517,0.990,1.471,8174.774,6543.069,6578.500,8131.634,7894.403,1039.214,686.503,1347.492,0.497,0.594,0.426,0.352,0.305,0.311,1998,1149,0.6239,1.0000,1.0000,0.0560,1.0000,1.0000,0.8426,1.1224,0.9854,0.0288,0.0113,0.0255,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263
69000,9002,5151,20922,33488,25042,12136,430,19154,1594,61,170635,2516615,20469.508,6080.024,0.3338,2520.425,0.076,0.693,0.170,0.061,0.484,0.357,976,0.1150,0.6998,0.155,16.0,39.8,68.0,31.27,0.59,12.55,0.40,17.73,7.20,1.341,0.325,0.023,0.025,14.459,0.523,0.0027,240,991,5544,12974,2140,27,0.596,4404,35,1071,7896,515,1486,7001,7.54,33.81,3260,7.2387,67189,3912,67779,263.9,-0.0,1038356,18.222,2631002.543,6.55e-15,0.00009,23.82,12185,17.251,1.273,15.440,0.538,17.251,2854,2606,3542,0.3486,0.997,1.049,2.000,1.499,0.992,1.471,7740.354,6248.191,7756.099,7691.277,7542.556,1389.139,781.597,1388.862,0.515,0.574,0.409,0.453,0.298,0.298,1974,935,0.5313,1.0000,1.0000,0.0551,1.0000,1.0000,0.8325,1.1294,0.9617,0.0227,0.0063,0.0302,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260
70000,9593,4948,20095,29478,21509,9026,357,17259,1322,50,148028,2218381,19718.846,5050.534,0.3287,2009.254,0.072,0.688,0.178,0.062,0.465,0.369,919,0.1035,0.6960,0.164,15.2,35.3,67.0,30.77,0.46,12.13,0.28,17.90,7.24,1.288,0.329,0.019,0.021,13.839,0.515,0.0026,236,1044,5422,11347,1982,31,0.728,4406,55,1021,8517,662,1315,7616,7.52,34.30,3518,7.2268,67168,3771,66126,259.2,-0.0,1040157,16.974,2631002.543,1.66e-14,0.00005,7.77,9985,15.231,1.266,13.468,0.498,15.252,3215,2799,3579,0.3617,0.989,1.049,2.000,1.372,0.989,1.447,8072.701,6380.025,6113.189,8026.046,7588.865,1057.829,717.872,1265.580,0.471,0.583,0.387,0.360,0.284,0.281,1636,873,0.5380,0.9997,1.0000,0.0619,1.0000,1.0000,0.8497,1.1293,0.9843,0.0122,0.0073,0.0276,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259
71000,9608,5204,21692,32141,24138,10044,405,18838,1422,60,148696,2437451,20543.463,5350.604,0.3334,2252.022,0.074,0.687,0.179,0.059,0.476,0.361,906,0.1089,0.7087,0.155,14.8,33.1,67.0,29.65,0.53,11.56,0.30,17.26,7.21,1.297,0.323,0.020,0.023,13.932,0.513,0.0027,228,948,5343,11135,2329,30,0.666,4411,73,1071,8464,730,1428,7450,7.16,33.26,2883,7.2111,67316,3785,64375,256.6,-0.0,1043149,17.770,2631002.543,1.68e-14,0.00004,33.11,11241,16.022,1.274,14.215,0.532,16.022,3002,2880,3726,0.3477,0.989,1.049,2.000,1.447,0.988,1.416,7913.542,6364.117,7386.325,7858.003,7551.157,1215.181,712.125,1171.275,0.509,0.575,0.386,0.363,0.293,0.266,1558,1357,0.5183,1.0000,1.0000,0.0528,1.0000,1.0000,0.8655,1.1448,0.9672,0.0171,0.0117,0.0260,0.0000,0.7810,0.9584,0.1060,0.6708,0.9450,0.00259
72000,8920,4713,20548,29402,21734,8493,361,18584,1381,54,140427,2267848,19262.025,5128.574,0.3498,2058.249,0.080,0.687,0.179,0.054,0.460,0.368,992,0.1194,0.7148,0.155,14.7,36.0,67.3,31.14,0.51,12.26,0.47,17.90,7.36,1.258,0.335,0.022,0.024,13.683,0.515,0.0027,225,987,5355,11755,2200,29,0.693,4187,85,932,7903,651,971,7298,8.07,37.25,3041,6.5463,67436,3610,62540,263.5,-0.0,1046026,17.441,2631002.543,1.31e-14,0.00000,16.62,9658,14.770,1.271,13.092,0.407,14.771,2467,2900,3553,0.3744,0.989,1.049,2.000,1.360,0.987,1.409,8224.756,6105.152,5781.826,8184.928,7353.520,905.671,776.885,1387.769,0.475,0.564,0.380,0.308,0.289,0.278,1535,1217,0.5453,1.0000,0.9999,0.0576,1.0000,1.0000,0.8377,1.1201,0.9690,0.0130,0.0120,0.0248,0.0000,0.0000,0.8708,0.2621,0.6418,0.9529,0.00257
73000,7676,4423,19741,28303,21249,8201,361,18417,1323,50,138285,2137532,18540.639,4745.859,0.3247,1939.750,0.081,0.679,0.184,0.056,0.458,0.368,702,0.1330,0.7166,0.180,14.8,35.0,62.0,30.38,0.42,12.28,0.37,17.31,7.40,1.238,0.345,0.021,0.023,14.542,0.520,0.0028,225,961,4974,11466,2053,29,0.785,3584,297,980,6399,527,851,6298,8.28,36.75,2470,5.7635,67430,3661,61127,217.9,-0.0,1049440,17.020,2631002.543,6.37e-15,0.00004,18.56,8960,13.763,1.268,12.236,0.259,13.763,2105,2474,3097,0.3798,0.989,1.049,2.000,1.277,0.991,1.409,7973.482,5561.070,5881.904,7923.799,6674.686,851.541,789.950,1164.618,0.470,0.555,0.379,0.323,0.269,0.287,1618,1195,0.5174,1.0000,1.0000,0.0540,1.0000,1.0000,0.8922,1.1735,0.9960,0.0156,0.0059,0.0226,0.0000,0.2810,0.9234,0.0654,0.6275,0.9666,0.00262
74000,8377,4660,20645,29261,21743,8225,391,17213,1274,37,125693,2078973,19104.369,4607.232,0.3440,1904.902,0.080,0.666,0.198,0.057,0.456,0.366,755,0.1222,0.7289,0.194,14.8,33.9,60.0,30.46,0.53,12.22,0.29,17.43,7.44,1.208,0.350,0.029,0.035,13.997,0.536,0.0026,215,941,4828,11225,2132,30,0.773,3661,208,1133,7036,544,674,7159,7.91,35.40,2255,5.1441,67498,3351,59685,257.7,-0.0,1052065,16.172,2631002.543,1.59e-14,0.00008,35.96,8788,13.254,1.272,11.717,0.265,13.254,1732,3088,3557,0.4132,0.989,1.049,2.000,1.251,0.989,1.376,8690.534,6213.181,4913.522,8646.107,7449.642,603.794,816.909,1281.627,0.450,0.570,0.382,0.280,0.297,0.271,1502,1420,0.6384,1.0000,1.0000,0.0609,1.0000,1.0000,0.9112,1.1396,0.9869,0.0132,0.0085,0.0318,0.0000,0.7848,0.9663,0.1735,0.6720,0.9909,0.00263
75000,8363,4566,18115,25302,18482,6889,298,15936,1157,52,116747,1965683,17910.909,4183.500,0.3457,1660.869,0.077,0.668,0.199,0.056,0.449,0.370,885,0.1194,0.7311,0.162,14.8,32.0,57.4,30.23,0.56,11.97,0.28,17.42,7.46,1.203,0.350,0.035,0.045,14.370,0.512,0.0025,226,985,4472,10778,1812,32,0.792,3669,37,1129,7197,335,1119,6909,7.21,34.97,2109,4.7583,67405,4026,58978,242.8,-0.0,1053845,15.647,2631002.543,2.85e-14,0.00000,12.11,7619,12.139,1.255,10.633,0.251,12.139,2023,3007,3333,0.4048,0.991,1.049,2.000,1.220,0.990,1.384,8244.906,5904.517,4317.417,8204.681,7049.680,611.636,700.962,1210.033,0.414,0.579,0.383,0.233,0.301,0.280,1715,984,0.5937,1.0000,1.0000,0.0775,0.9999,1.0000,0.8985,1.1517,0.9818,0.0103,0.0123,0.0328,0.0000,0.0000,0.8633,0.1112,0.6515,0.9903,0.00267
76000,8577,4903,19382,28280,21033,8590,308,16954,1303,38,126350,2118044,19129.376,4743.676,0.3529,1957.222,0.081,0.650,0.208,0.061,0.464,0.361,539,0.1170,0.7302,0.143,14.8,32.0,55.1,29.61,0.56,11.63,0.33,17.09,7.36,1.223,0.340,0.038,0.048,14.455,0.514,0.0025,227,940,4831,11682,2258,31,0.783,3943,54,1450,7073,399,888,7290,6.60,32.92,2008,4.4282,67396,4068,57922,227.8,-0.0,1056014,16.528,2631002.543,9.03e-15,0.00003,31.62,8660,13.310,1.264,11.749,0.297,13.310,1795,3052,3730,0.3983,0.989,1.049,2.000,1.220,0.990,1.415,8869.214,6720.006,4173.017,8827.604,8085.978,551.770,787.146,1447.538,0.431,0.579,0.406,0.286,0.315,0.314,1680,873,0.6165,1.0000,1.0000,0.0735,1.0000,1.0000,0.9236,1.1339,0.9827,0.0179,0.0084,0.0326,0.0000,0.7248,0.9646,0.0661,0.6583,0.9758,0.00270
77000,8296,4659,19170,27002,19721,7499,333,17159,1221,45,124649,2130435,18525.242,4637.726,0.3594,1837.776,0.079,0.661,0.200,0.061,0.465,0.360,702,0.1220,0.7259,0.153,14.8,32.0,57.8,29.41,0.58,11.66,0.40,16.77,7.33,1.232,0.340,0.041,0.051,14.266,0.533,0.0026,228,1004,5205,10228,2410,28,0.770,3846,176,1172,6948,486,1016,6794,6.83,34.24,2351,5.2462,67448,3601,56685,228.3,-0.0,1057422,16.713,2631002.543,1.03e-14,0.00005,20.50,8189,13.301,1.258,11.752,0.291,13.301,2099,2789,3408,0.3937,0.989,1.049,2.000,1.188,0.990,1.457,8456.836,6244.368,4403.039,8416.323,7543.655,601.420,731.978,1466.552,0.443,0.551,0.423,0.239,0.302,0.294,1617,1026,0.5880,1.0000,1.0000,0.0695,1.0000,1.0000,0.9375,1.1403,0.9624,0.0178,0.0092,0.0343,0.0000,0.2304,0.8852,0.3148,0.6553,0.9568,0.00266
78000,8322,4539,18916,26647,19596,7381,350,16999,1078,46,112777,2021415,18099.378,4170.700,0.3403,1771.847,0.085,0.664,0.192,0.060,0.459,0.366,708,0.1180,0.7257,0.145,14.8,33.0,58.0,29.91,0.53,11.73,0.31,17.35,7.38,1.219,0.339,0.031,0.038,13.904,0.518,0.0027,233,1040,5178,9956,2522,26,0.788,3634,449,911,6962,448,868,7006,7.25,33.81,2469,5.6944,67363,3595,55584,182.9,-0.0,1059087,16.200,2631002.543,2.05e-14,0.00002,11.73,8083,12.897,1.260,11.368,0.270,12.898,2212,2730,3380,0.3815,0.989,1.049,2.000,1.217,0.989,1.405,7715.562,5947.323,5106.922,7682.435,7081.868,621.352,676.229,1101.272,0.464,0.550,0.397,0.297,0.285,0.252,1546,767,0.5407,1.0000,0.9999,0.0583,1.0000,1.0000,0.9199,1.1359,0.9676,0.0138,0.0112,0.0286,0.0000,0.0000,0.9232,0.1237,0.6302,0.9463,0.00266
79000,7366,4237,18498,26034,19305,7176,360,16792,1058,47,112644,1929548,17807.551,4198.559,0.3327,1856.414,0.086,0.669,0.190,0.055,0.440,0.373,581,0.1410,0.7247,0.140,15.8,33.0,60.0,30.33,0.63,12.04,0.36,17.30,7.40,1.210,0.348,0.043,0.054,14.213,0.524,0.0027,229,952,4958,9083,2284,24,0.798,3434,354,861,6151,339,746,6281,8.28,38.46,1954,5.4098,67372,3159,54421,218.1,-0.0,1061456,16.285,2631002.543,2.12e-15,0.00003,31.48,7981,12.606,1.261,11.139,0.206,12.606,1895,2450,3021,0.3774,0.989,1.049,2.000,1.206,0.987,1.394,7334.291,5585.322,5786.500,7289.248,6588.217,702.627,649.451,990.067,0.481,0.512,0.362,0.319,0.260,0.242,1377,1557,0.5895,1.0000,1.0000,0.0593,1.0000,1.0000,0.9144,1.0906,0.9766,0.0138,0.0165,0.0316,0.0000,0.7376,0.9454,0.2239,0.7287,0.9517,0.00263
